"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact","xcoords","ycoords"
"1",NA,676,"20E TAYLOR CORRIDOR",2014,"6346-14305",NA,"LOW",0,"20E",5.895,63.7833,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,794.2857,1,0,0.002121891,NA,NA,0.111811859,0.041494754,0.174761287,NA,0.174761287,0.107450195,0.001768242,0.381291996,0.178946128,NA,NA,0.000353648,NA,NA,"LOW",59.8662475352334,129.563028749696
"2",NA,676,"20E TAYLOR CORRIDOR",2014,"6348-14305",NA,"LOW",0,"20E",5.888,63.8167,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,709.5333,1,0,0.022713864,NA,0.000471976,0.135634218,0.24519174,0.301238938,NA,0.301238938,0.034513274,0.017227139,0.079764012,0.154749263,NA,0.001179941,0.001828909,0.005486726,NA,"LOW",59.9092634663291,133.284688574342
"3",NA,676,"20E TAYLOR CORRIDOR",2014,"6350-14305",NA,"LOW",0,"20E",5.882,63.85,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,704.6667,1,0,0.00525694,NA,NA,0.020850561,0.397401063,0.345776728,NA,0.345776728,0.03520378,0.046367395,0.021323095,0.107914944,NA,0.003898405,0.005788541,0.010218547,NA,"LOW",59.952163081949,136.995222881592
"4",1,676,"20E TAYLOR CORRIDOR",2014,"6352-14305",NA,"LOW",1,"20E",5.875,63.8833,-143.125,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,718.7857,1,0,0.045427659,NA,0.001301313,0.021708269,0.420856501,0.271619543,NA,0.271619543,0.084644505,0.021235064,0.067076777,0.066071217,NA,NA,5.92e-05,NA,NA,"LOW",59.9950751390346,140.70577432452
"5",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14305",NA,"LOW",0,"20E",5.868,63.9167,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,749.2,1,0,0.018241042,NA,0.000414569,0.017944922,0.411904057,0.279715724,NA,0.279715724,0.097601421,0.031684927,0.089013918,0.052294936,NA,0.000533017,0.000118448,0.000533017,NA,"LOW",60.038128544082,144.427485762156
"6",1,676,"20E TAYLOR CORRIDOR",2014,"6342-14300",NA,"HIGH",1,"20E",5.909,63.7167,-143.0417,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,854.4375,1,0,0.086038579,0.000294048,0.003587391,0.386908963,0.099917666,0.140261115,0.000352858,0.140613973,0.083450953,0.005822159,0.062749941,0.130439896,0.000117619,NA,5.88e-05,NA,NA,"HIGH",63.8960788004504,122.097194154248
"7",NA,676,"20E TAYLOR CORRIDOR",2014,"6346-14300",NA,"HIGH",0,"20E",5.895,63.7833,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,759.0625,1,0,0,NA,NA,0.012674645,0.192477746,0.350763426,NA,0.350763426,0.161645935,0.007251076,0.199257207,0.07575311,NA,NA,0.000176856,NA,NA,"HIGH",63.9721385866665,129.518256654195
"8",NA,676,"20E TAYLOR CORRIDOR",2014,"6352-14300",NA,"LOW",0,"20E",5.875,63.8833,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,707.625,0.999997417,0,0.001183082,NA,0.000177462,0.006033718,0.542738835,0.352972493,NA,0.352972493,0.049393671,0.001656315,0.001419698,0.034723455,NA,0.00260278,0.00130139,0.005797101,NA,"LOW",64.0864255480583,140.661122510687
"9",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14300",NA,"LOW",0,"20E",5.868,63.9167,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,734.125,0.28219257,0,0.116671602,NA,5.92e-05,0.272727273,0.144210838,0.256026059,NA,0.256026059,0.012792419,0.001480604,0.020373112,0.138169973,NA,0.002605863,0.001184483,0.033698549,NA,"LOW",64.1246195597141,144.382874244042
"10",1,676,"20E TAYLOR CORRIDOR",2014,"6356-14300",NA,"LOW",1,"20E",5.861,63.95,-143.0417,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,834.5714,0.397778677,0,0.14564431,NA,0.000889521,0.401529977,0.217636245,0.071221016,NA,0.071221016,0.034691336,0.0083022,0.022060132,0.09790666,5.93e-05,NA,5.93e-05,NA,NA,"LOW",64.1627102465456,148.093500199445
"11",0,676,"20E TAYLOR CORRIDOR",2014,"6344-14255",NA,"HIGH",1,"20E",5.902,63.75,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,771.0667,1,0,0.179660817,0.000235544,0.005123071,0.425803792,0.113060888,0.148804617,NA,0.148804617,0.012954893,0.000706631,0.000765516,0.112354257,5.89e-05,NA,0.000294429,0.000176658,NA,"HIGH",68.0498099115031,125.768221009829
"12",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14255",NA,"LOW",0,"20E",5.868,63.9167,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,725.1334,0.007946677,0,0.068111822,NA,5.92e-05,0.242655769,0.091388297,0.309701493,0.000355366,0.310056859,0.005863539,0.000473821,0.003435205,0.277659322,5.92e-05,0.000118455,5.92e-05,5.92e-05,NA,"LOW",68.2160580294192,144.343555190114
"13",NA,676,"20E TAYLOR CORRIDOR",2014,"6356-14255",NA,"LOW",0,"20E",5.861,63.95,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,813,0,0,0.122265046,NA,0.000237178,0.308390157,0.087755707,0.260598873,NA,0.260598873,0.006463089,0.001008005,0.000355766,0.212926178,NA,NA,NA,NA,NA,"LOW",68.2492966646294,148.054216607206
"14",NA,676,"20E TAYLOR CORRIDOR",2014,"6358-14255",NA,"LOW",0,"20E",5.854,63.9833,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,946.3125,0,0.410873043,0.117067379,5.94e-05,NA,0.480914218,0.044701692,0.037696646,5.94e-05,0.037756046,0.000831107,0.001187296,NA,0.317482933,NA,NA,NA,NA,NA,"LOW",68.2825448982747,151.764895227679
"15",NA,676,"20E TAYLOR CORRIDOR",2014,"6356-14250",NA,"LOW",0,"20E",5.861,63.95,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,754.8125,0.000507251,0,0.016242812,NA,NA,0.190586283,0.080087735,0.349161183,NA,0.349161183,0.004386745,0.002311933,0.005038829,0.35218448,NA,NA,NA,NA,NA,"LOW",72.3310194604744,148.020314897249
"16",0,676,"20E TAYLOR CORRIDOR",2014,"6358-14250",NA,"LOW",1,"20E",5.854,63.9833,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1033.2,0,0.067383189,0.202362579,0.000237445,0.003502315,0.45102695,0.099430132,0.068384186,0.001009142,0.069393328,0.021963671,0.016086905,0.011456726,0.122996557,NA,NA,0.001543393,NA,NA,"LOW",72.3594200724952,151.731024166625
"17",NA,676,"20E TAYLOR CORRIDOR",2014,"6400-14250",NA,"LOW",0,"20E",5.847,64.0167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1078.4,0,0.180339244,0.083907773,NA,0.001901593,0.320121227,0.132695507,0.211017352,0.000950796,0.211968148,0.024542429,0.04748039,0.042072736,0.123187545,NA,NA,0.012122653,NA,NA,"LOW",72.3879141982462,155.452894018616
"18",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14245",NA,"LOW",0,"20E",5.868,63.9167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,787,0.999210011,0,0.013325437,NA,0.000296121,0.203375777,0.036659757,0.154042049,NA,0.154042049,0.093751851,0.004204916,0.345691442,0.147468167,NA,NA,0.001184483,NA,NA,"LOW",76.3892270955655,144.281026945414
"19",NA,676,"20E TAYLOR CORRIDOR",2014,"6356-14245",NA,"LOW",0,"20E",5.861,63.95,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,728,0.486592469,0,0.054082903,5.93e-05,0.001423234,0.211706102,0.108936725,0.217932752,NA,0.217932752,0.02988792,0.009369626,0.155369744,0.209393346,NA,NA,0.001838344,NA,NA,"LOW",76.4127732953905,147.9917447553
"20",NA,676,"20E TAYLOR CORRIDOR",2014,"6400-14245",NA,"LOW",0,"20E",5.847,64.0167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1064.5294,0,0,0.090158089,NA,0.004100796,0.494591703,0.090276952,0.100618091,0.001248068,0.101866159,0.032865803,0.021514323,0.055687626,0.066385356,NA,NA,0.042553191,NA,NA,"LOW",76.4599568475582,155.424375650214
"21",NA,676,"20E TAYLOR CORRIDOR",2014,"6404-14245",NA,"LOW",0,"20E",5.833,64.0833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,786.2,0.947374491,0,0.04748853,NA,0.000595841,0.340165644,0.15408449,0.086456533,NA,0.086456533,0.052731931,0.047667282,0.053685277,0.214800691,0.000119168,NA,0.002204612,NA,NA,"LOW",76.5070968163435,162.845932250096
"22",NA,676,"20E TAYLOR CORRIDOR",2014,"6412-14245",NA,"LOW",0,"20E",5.805,64.2167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1082.1765,0,0,0.104944923,NA,0.000359195,0.508441092,0.067349138,0.048311782,0.004250479,0.052562261,0.088601533,0.044300766,0.016343391,0.102250958,NA,NA,0.014846743,NA,NA,"LOW",76.6015996709112,177.711539507803
"23",NA,676,"20E TAYLOR CORRIDOR",2014,"6414-14245",NA,"LOW",0,"20E",5.8,64.25,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,995.7857,0,0,0.009167715,NA,0.000179759,0.648331236,0.066750554,0.014021212,NA,0.014021212,0.000179759,0.012762898,0.00209719,0.246449757,NA,NA,5.99e-05,NA,NA,"LOW",76.6252068439389,181.422412503974
"24",NA,676,"20E TAYLOR CORRIDOR",2014,"6416-14245",NA,"LOW",0,"20E",5.791,64.2833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,914.0667,0,0,0.038288423,NA,0.00018004,0.682470143,0.039068595,0.008521875,NA,0.008521875,0.00132029,0.002640581,0.000780172,0.225469603,NA,NA,0.001260277,NA,NA,"LOW",76.6488207449261,185.133302647521
"25",NA,676,"20E TAYLOR CORRIDOR",2014,"6344-14240",NA,"LOW",0,"20E",5.902,63.75,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,773.1334,0.959313089,0,0.003824654,NA,NA,0.109090909,0.065842895,0.132980288,NA,0.132980288,0.207002059,0.010120624,0.334980877,0.130450132,NA,NA,0.005707561,NA,NA,"LOW",80.3872570250959,125.682022814645
"26",NA,676,"20E TAYLOR CORRIDOR",2014,"6348-14240",NA,"LOW",0,"20E",5.888,63.8167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,782.8666,1,0,0.028797356,NA,NA,0.201463472,0.060191196,0.130827334,NA,0.130827334,0.080549982,0.000531099,0.349285967,0.142570518,NA,NA,0.005783076,NA,NA,"LOW",80.4246526467157,133.114487137329
"27",NA,676,"20E TAYLOR CORRIDOR",2014,"6350-14240",NA,"LOW",0,"20E",5.882,63.85,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,729.2,1,0,0.001596311,NA,NA,0.041326712,0.34273383,0.314827953,NA,0.314827953,0.119959797,0.00248315,0.088979544,0.087146742,0.000354736,5.91e-05,0.000532104,NA,NA,"LOW",80.4433305726706,136.825173842432
"28",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14240",NA,"LOW",0,"20E",5.868,63.9167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,787.3333,1,0,0.016294365,NA,0.002310837,0.157255436,0.045624222,0.175919891,NA,0.175919891,0.134147064,0.00106654,0.326065059,0.139183504,NA,NA,0.002133081,NA,NA,"LOW",80.4807588028035,144.257742669247
"29",NA,676,"20E TAYLOR CORRIDOR",2014,"6356-14240",NA,"LOW",0,"20E",5.861,63.95,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,749.5333,0.912858849,0,0.017202515,NA,0.000177957,0.138984458,0.023668288,0.147585716,NA,0.147585716,0.08636849,0.000118638,0.436172737,0.148238225,NA,NA,0.001482975,NA,NA,"LOW",80.4994529799909,147.968481478326
"30",NA,676,"20E TAYLOR CORRIDOR",2014,"6358-14240",NA,"LOW",0,"20E",5.854,63.9833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,716.6875,0.205978527,0,0.115663223,NA,NA,0.393777461,0.143985275,0.130685192,NA,0.130685192,0.004453153,0.006234414,0.00475003,0.194276214,NA,0.001484384,0.000950006,0.003740648,NA,"LOW",80.5181525561455,151.679237606985
"31",NA,676,"20E TAYLOR CORRIDOR",2014,"6400-14240",NA,"LOW",0,"20E",5.847,64.0167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,748.1429,0,0,0.047273592,NA,NA,0.591484807,0.016768746,0.067966938,NA,0.067966938,0.003448891,0.003032646,0.000118927,0.269845989,5.95e-05,NA,NA,NA,NA,"LOW",80.5369137041144,155.401154529484
"32",NA,676,"20E TAYLOR CORRIDOR",2014,"6402-14240",NA,"LOW",0,"20E",5.84,64.05,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,720.1334,0,0,0.133511905,5.95e-05,0.000357143,0.373392857,0.065595238,0.183571429,NA,0.183571429,0.011130952,0.005595238,0.013988095,0.2125,NA,NA,0.000297619,NA,NA,"LOW",80.5556240753308,159.111945302527
"33",NA,676,"20E TAYLOR CORRIDOR",2014,"6410-14240",NA,"LOW",0,"20E",5.812,64.1833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1092.3125,0,0,0.064163129,NA,0.001375351,0.492614961,0.112240627,0.095078634,0.006697363,0.101775997,0.00932847,0.050469413,0.003767267,0.162052263,NA,NA,0.002212522,NA,NA,"LOW",80.6305755556088,173.966424715509
"34",NA,676,"20E TAYLOR CORRIDOR",2014,"6328-14235",NA,"LOW",0,"20E",5.958,63.4833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,744.125,1,0,0.001166657,NA,NA,0.081665986,0.029516421,0.139123841,NA,0.139123841,0.04159132,0.002158315,0.569445255,0.134865543,NA,NA,0.000466663,NA,NA,"LOW",84.3875402947925,95.9458831318263
"35",NA,676,"20E TAYLOR CORRIDOR",2014,"6330-14235",NA,"LOW",0,"20E",5.951,63.5167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,728.6,1,0,0.000350283,NA,NA,0.074318407,0.085936132,0.258567342,NA,0.258567342,0.057096153,0.008465176,0.340008173,0.171872263,0.000291903,0.000700566,0.000233522,0.002160079,NA,"LOW",84.4013772265882,99.6675537122814
"36",NA,676,"20E TAYLOR CORRIDOR",2014,"6332-14235",NA,"LOW",0,"20E",5.944,63.55,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,719.875,0.97538534,0,0.005145898,NA,5.85e-05,0.066896673,0.194316122,0.277936963,NA,0.277936963,0.053798024,0.027659201,0.225834747,0.139114672,0.001169522,0.00105257,0.001871236,0.005145898,NA,"LOW",84.4151767970199,103.378099137081
"37",1,676,"20E TAYLOR CORRIDOR",2014,"6334-14235",NA,"LOW",1,"20E",5.937,63.5833,-142.625,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,730.4667,0.711633874,0,0.059946142,NA,0.001814776,0.211743356,0.117843344,0.174159934,NA,0.174159934,0.036646763,0.02687039,0.143367287,0.217890177,0.000234165,0.002927058,0.001229364,0.005327245,NA,"LOW",84.4289804232451,107.088662090894
"38",NA,676,"20E TAYLOR CORRIDOR",2014,"6338-14235",NA,"LOW",0,"20E",5.924,63.65,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,712.647,0.38738147,0,0.131138884,NA,0.0002347,0.449040662,0.059203192,0.059848618,0.00011735,0.059965968,0.006512938,0.01284985,0.132840462,0.145572963,0.000176025,0.000528076,0.000410726,0.001525553,NA,"LOW",84.4566413070843,114.520983487578
"39",NA,676,"20E TAYLOR CORRIDOR",2014,"6340-14235",NA,"LOW",0,"20E",5.916,63.6833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,757.1334,0,0.031368143,0.358649046,NA,0.00246696,0.576328928,0.004170338,0.014508076,NA,0.014508076,NA,0.00041116,0.000293686,0.043171806,NA,NA,NA,NA,NA,"LOW",84.4704570847231,118.231598989117
"40",NA,676,"20E TAYLOR CORRIDOR",2014,"6342-14235",NA,"LOW",0,"20E",5.909,63.7167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,726.8571,0.092322122,0.627730162,0.306936518,NA,0.002176855,0.457669,0.023415897,0.07218921,NA,0.07218921,0.003412367,0.00241219,0.030652468,0.100076484,5.88e-05,NA,0.001000177,NA,NA,"LOW",84.4843184064246,121.953375026586
"41",NA,676,"20E TAYLOR CORRIDOR",2014,"6348-14235",NA,"LOW",0,"20E",5.888,63.8167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,880.2143,1,0,0.001828801,0.000117987,NA,0.134977287,0.09155802,0.147424931,0.000117987,0.147542918,0.289599434,0.003716595,0.228541089,0.09155802,NA,NA,0.010559849,NA,NA,"LOW",84.525843605421,133.09652196893
"42",NA,676,"20E TAYLOR CORRIDOR",2014,"6354-14235",NA,"LOW",0,"20E",5.868,63.9167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,716.0667,1,0,0.00686675,NA,NA,0.159474338,0.12987628,0.267329663,NA,0.267329663,0.058012194,0.010122536,0.167406618,0.200201267,NA,0.000355177,0.000236784,0.000118392,NA,"LOW",84.5674050411216,144.239825878318
"43",NA,676,"20E TAYLOR CORRIDOR",2014,"6356-14235",NA,"LOW",0,"20E",5.861,63.95,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,691.6875,1,0,0.001066793,NA,NA,0.031588929,0.27985539,0.327209151,NA,0.327209151,0.125051858,0.006993421,0.124281396,0.103004801,NA,0.000237065,0.000711195,NA,NA,"LOW",84.5812530198017,147.950580845728
"44",NA,676,"20E TAYLOR CORRIDOR",2014,"6400-14235",NA,"LOW",0,"20E",5.847,64.0167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,671.8666,0.035015276,0,0.077430473,NA,0.000178274,0.212800095,0.129189446,0.295519372,NA,0.295519372,0.018718802,0.012538626,0.001901593,0.251129071,0.00011885,NA,0.000475398,NA,NA,"LOW",84.6090025863589,155.383286335014
"45",2,676,"20E TAYLOR CORRIDOR",2014,"6402-14235",NA,"LOW",1,"20E",5.84,64.05,-142.625,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,735.7647,0.003833396,0,0.041520433,NA,0.00011897,0.303551246,0.084052109,0.19469395,NA,0.19469395,0.001130212,0.008089941,0.001070727,0.365772411,NA,NA,NA,NA,NA,"LOW",84.622862561269,159.094093339179
"46",NA,676,"20E TAYLOR CORRIDOR",2014,"6410-14235",NA,"LOW",0,"20E",5.812,64.1833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,884.6667,0,0,0.063781457,NA,0.000119553,0.768784745,0.07681272,0.008906689,NA,0.008906689,0.002092175,0.007412278,0.000239106,0.071851276,NA,NA,NA,NA,NA,"LOW",84.6783839424877,173.948637967455
"47",NA,676,"20E TAYLOR CORRIDOR",2014,"6412-14235",NA,"LOW",0,"20E",5.805,64.2167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,900.2857,0,0,0.052486684,NA,NA,0.807050093,0.048177629,0.003231791,0.000119696,0.003351487,5.98e-05,0.014303669,0.000119696,0.074391047,NA,NA,5.98e-05,NA,NA,"LOW",84.6923054961495,177.670675201672
"48",NA,676,"20E TAYLOR CORRIDOR",2014,"6414-14235",NA,"LOW",0,"20E",5.8,64.25,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1114.5,0,0,0.018092499,NA,0.000419363,0.4571052,0.177989456,0.081356338,0.000658998,0.082015336,0.038341721,0.070572729,0.016714594,0.122993051,NA,NA,0.015756051,NA,NA,"LOW",84.7061893362303,181.381585856171
"49",NA,676,"20E TAYLOR CORRIDOR",2014,"6328-14230",NA,"LOW",0,"20E",5.958,63.4833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,733.6,1,0,0.000291647,NA,NA,0.015632291,0.08924405,0.218735418,NA,0.218735418,0.042755483,0.006999533,0.526189921,0.099451703,NA,0.000408306,5.83e-05,0.000233318,NA,"LOW",88.5371465551048,95.9331565950122
"50",NA,676,"20E TAYLOR CORRIDOR",2014,"6330-14230",NA,"LOW",0,"20E",5.951,63.5167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,715.0625,1,0,0.001518603,5.84e-05,0.000116816,0.047135097,0.175048186,0.266806845,NA,0.266806845,0.056597161,0.025173763,0.286139828,0.13241049,0.000116816,0.002277904,0.002044273,0.004555809,NA,"LOW",88.5461411584911,99.654838331433
"51",NA,676,"20E TAYLOR CORRIDOR",2014,"6332-14230",NA,"LOW",0,"20E",5.944,63.55,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,739.5333,1,0,0.008768853,NA,0.000175377,0.09663276,0.202443587,0.270957559,NA,0.270957559,0.114638139,0.010054951,0.148485911,0.136911025,NA,0.001519935,0.003858295,0.005553607,NA,"LOW",88.5551114754185,103.365394896056
"52",0,676,"20E TAYLOR CORRIDOR",2014,"6334-14230",NA,"HIGH",1,"20E",5.937,63.5833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,799.2,0.651118436,0,0.02628344,0.000234151,0.002224434,0.392729614,0.070596499,0.123280454,0.000234151,0.123514605,0.064098812,0.002224434,0.067962302,0.249956097,NA,NA,0.000175613,NA,NA,"HIGH",88.5640844288285,107.07596900691
"53",NA,676,"20E TAYLOR CORRIDOR",2014,"6336-14230",NA,"LOW",0,"20E",5.93,63.6167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,731.375,0.122979149,0,0.162447257,0.000175809,0.001523676,0.514357712,0.031762775,0.098335677,NA,0.098335677,0.013478669,0.00462963,0.025375059,0.146331458,NA,NA,0.001230661,0.000351617,NA,"LOW",88.5730869733549,110.797703592928
"54",NA,676,"20E TAYLOR CORRIDOR",2014,"6338-14230",NA,"LOW",0,"20E",5.924,63.65,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,751.6,0.207195094,0,0.109722467,NA,5.87e-05,0.603238866,0.008331866,0.085783019,NA,0.085783019,0.001114827,0.000293376,0.037552074,0.153318078,NA,0.000176025,0.000352051,5.87e-05,NA,"LOW",88.5820651984935,114.508312802903
"55",NA,676,"20E TAYLOR CORRIDOR",2014,"6340-14230",NA,"LOW",0,"20E",5.916,63.6833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,818.8666,0,0,0.105955597,5.87e-05,0.005990838,0.829143663,0.013097615,0.002466815,NA,0.002466815,0.000587337,0.004463761,0.006871843,0.031363797,NA,NA,NA,NA,NA,"LOW",88.5910460509722,118.218939513099
"56",NA,676,"20E TAYLOR CORRIDOR",2014,"6400-14230",NA,"LOW",0,"20E",5.847,64.0167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,689,0.223271723,0,0.149090477,0.000416122,0.005409583,0.291939127,0.139163001,0.170134348,NA,0.170134348,0.030317441,0.006241826,0.027285697,0.175662822,0.000416122,0.00029723,0.003626204,NA,NA,"LOW",88.6811066162118,155.370740023508
"57",NA,676,"20E TAYLOR CORRIDOR",2014,"6402-14230",NA,"LOW",0,"20E",5.84,64.05,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,838.3333,0,0,0.196893966,0.003332143,0.015054147,0.413066762,0.123705819,0.091574438,0.000119005,0.091693443,0.004938712,0.007318815,0.000654528,0.142270618,0.00023801,5.95e-05,0.000773533,NA,NA,"LOW",88.6901161992833,159.081558424431
"58",NA,676,"20E TAYLOR CORRIDOR",2014,"6410-14230",NA,"LOW",0,"20E",5.812,64.1833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,794.8571,0,0,0.085973933,NA,0.000358723,0.711646538,0.057814182,0.029833792,5.98e-05,0.029893592,0.000358723,0.021104867,0.000298936,0.092430946,NA,NA,0.000119574,NA,NA,"LOW",88.7262074985314,173.93614884393
"59",NA,676,"20E TAYLOR CORRIDOR",2014,"6412-14230",NA,"LOW",0,"20E",5.805,64.2167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,945.2353,0,0,0.13127806,NA,0.003771326,0.675127207,0.065130201,0.00724334,5.99e-05,0.00730324,0.001077522,0.012870398,0.00077821,0.102304699,NA,NA,0.000359174,NA,NA,"LOW",88.7352571106614,177.658197594252
"60",NA,676,"20E TAYLOR CORRIDOR",2014,"6414-14230",NA,"HIGH",0,"20E",5.8,64.25,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1142.1428,0,0,0.0367907,NA,0.000419438,0.342920487,0.191922823,0.087063335,0.000719036,0.087782371,0.008328839,0.129786087,0.004853496,0.195338247,NA,NA,0.001857511,NA,NA,"HIGH",88.7442822073733,181.369119747316
"61",NA,676,"20E TAYLOR CORRIDOR",2014,"6416-14230",NA,"LOW",0,"20E",5.791,64.2833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,996.3571,0,0,0.011222469,NA,NA,0.585608834,0.120866591,0.042489348,0.000120026,0.042609374,0.002880634,0.025565624,0.005041109,0.206025326,NA,NA,0.00018004,NA,NA,"LOW",88.753309876381,185.080059119985
