"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact","xcoords","ycoords"
"424",NA,708,"20E TAYLOR CORRIDOR",2016,"6348-14240",NA,"LOW",1,"20E",5.888,63.8167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,782.8666,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.4246526467157,133.114487137329
"425",NA,708,"20E TAYLOR CORRIDOR",2016,"6350-14240",NA,"LOW",0,"20E",5.882,63.85,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,729.2,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.4433305726706,136.825173842432
"426",NA,708,"20E TAYLOR CORRIDOR",2016,"6354-14240",NA,"LOW",0,"20E",5.868,63.9167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,787.3333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.4807588028035,144.257742669247
"427",NA,708,"20E TAYLOR CORRIDOR",2016,"6356-14240",NA,"LOW",0,"20E",5.861,63.95,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,749.5333,0.912858849,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.4994529799909,147.968481478326
"428",NA,708,"20E TAYLOR CORRIDOR",2016,"6358-14240",NA,"LOW",0,"20E",5.854,63.9833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,716.6875,0.205978527,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.5181525561455,151.679237606985
"429",NA,708,"20E TAYLOR CORRIDOR",2016,"6400-14240",NA,"LOW",0,"20E",5.847,64.0167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,748.1429,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.5369137041144,155.401154529484
"430",NA,708,"20E TAYLOR CORRIDOR",2016,"6402-14240",NA,"LOW",0,"20E",5.84,64.05,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,720.1334,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.5556240753308,159.111945302527
"431",NA,708,"20E TAYLOR CORRIDOR",2016,"6410-14240",NA,"LOW",0,"20E",5.812,64.1833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1092.3125,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",80.6305755556088,173.966424715509
"432",NA,708,"20E TAYLOR CORRIDOR",2016,"6328-14235",NA,"LOW",0,"20E",5.958,63.4833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,744.125,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.3875402947925,95.9458831318263
"433",NA,708,"20E TAYLOR CORRIDOR",2016,"6330-14235",NA,"LOW",0,"20E",5.951,63.5167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,728.6,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4013772265882,99.6675537122814
"434",NA,708,"20E TAYLOR CORRIDOR",2016,"6332-14235",NA,"LOW",0,"20E",5.944,63.55,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,719.875,0.97538534,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4151767970199,103.378099137081
"435",NA,708,"20E TAYLOR CORRIDOR",2016,"6334-14235",NA,"LOW",0,"20E",5.937,63.5833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,730.4667,0.711633874,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4289804232451,107.088662090894
"436",NA,708,"20E TAYLOR CORRIDOR",2016,"6338-14235",NA,"LOW",0,"20E",5.924,63.65,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,712.647,0.38738147,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4566413070843,114.520983487578
"437",NA,708,"20E TAYLOR CORRIDOR",2016,"6340-14235",NA,"LOW",0,"20E",5.916,63.6833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,757.1334,0,0.031368143,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4704570847231,118.231598989117
"438",NA,708,"20E TAYLOR CORRIDOR",2016,"6342-14235",NA,"LOW",0,"20E",5.909,63.7167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,726.8571,0.092322122,0.627730162,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.4843184064246,121.953375026586
"439",NA,708,"20E TAYLOR CORRIDOR",2016,"6348-14235",NA,"LOW",0,"20E",5.888,63.8167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,880.2143,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.525843605421,133.09652196893
"440",NA,708,"20E TAYLOR CORRIDOR",2016,"6354-14235",NA,"LOW",0,"20E",5.868,63.9167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,716.0667,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.5674050411216,144.239825878318
"441",NA,708,"20E TAYLOR CORRIDOR",2016,"6356-14235",NA,"LOW",0,"20E",5.861,63.95,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,691.6875,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.5812530198017,147.950580845728
"442",NA,708,"20E TAYLOR CORRIDOR",2016,"6400-14235",NA,"LOW",0,"20E",5.847,64.0167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,671.8666,0.035015276,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.6090025863589,155.383286335014
"443",NA,708,"20E TAYLOR CORRIDOR",2016,"6402-14235",NA,"LOW",1,"20E",5.84,64.05,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,735.7647,0.003833396,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.622862561269,159.094093339179
"444",NA,708,"20E TAYLOR CORRIDOR",2016,"6410-14235",NA,"LOW",0,"20E",5.812,64.1833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,884.6667,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.6783839424877,173.948637967455
"445",NA,708,"20E TAYLOR CORRIDOR",2016,"6412-14235",NA,"LOW",0,"20E",5.805,64.2167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,900.2857,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.6923054961495,177.670675201672
"446",NA,708,"20E TAYLOR CORRIDOR",2016,"6414-14235",NA,"LOW",0,"20E",5.8,64.25,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1114.5,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",84.7061893362303,181.381585856171
"447",NA,708,"20E TAYLOR CORRIDOR",2016,"6328-14230",NA,"LOW",0,"20E",5.958,63.4833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,733.6,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5371465551048,95.9331565950122
"448",NA,708,"20E TAYLOR CORRIDOR",2016,"6330-14230",NA,"LOW",0,"20E",5.951,63.5167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,715.0625,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5461411584911,99.654838331433
"449",NA,708,"20E TAYLOR CORRIDOR",2016,"6332-14230",NA,"LOW",0,"20E",5.944,63.55,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,739.5333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5551114754185,103.365394896056
"450",NA,708,"20E TAYLOR CORRIDOR",2016,"6334-14230",NA,"LOW",0,"20E",5.937,63.5833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,799.2,0.651118436,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5640844288285,107.07596900691
"451",NA,708,"20E TAYLOR CORRIDOR",2016,"6336-14230",NA,"LOW",0,"20E",5.93,63.6167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,731.375,0.122979149,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5730869733549,110.797703592928
"452",NA,708,"20E TAYLOR CORRIDOR",2016,"6338-14230",NA,"LOW",0,"20E",5.924,63.65,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,751.6,0.207195094,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5820651984935,114.508312802903
"453",NA,708,"20E TAYLOR CORRIDOR",2016,"6340-14230",NA,"LOW",1,"20E",5.916,63.6833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,818.8666,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.5910460509722,118.218939513099
"454",NA,708,"20E TAYLOR CORRIDOR",2016,"6400-14230",NA,"LOW",0,"20E",5.847,64.0167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,689,0.223271723,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.6811066162118,155.370740023508
"455",NA,708,"20E TAYLOR CORRIDOR",2016,"6402-14230",NA,"LOW",0,"20E",5.84,64.05,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,838.3333,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.6901161992833,159.081558424431
"456",NA,708,"20E TAYLOR CORRIDOR",2016,"6410-14230",NA,"LOW",0,"20E",5.812,64.1833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,794.8571,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.7262074985314,173.93614884393
"457",NA,708,"20E TAYLOR CORRIDOR",2016,"6412-14230",NA,"LOW",1,"20E",5.805,64.2167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,945.2353,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.7352571106614,177.658197594252
"458",NA,708,"20E TAYLOR CORRIDOR",2016,"6414-14230",NA,"HIGH",1,"20E",5.8,64.25,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1142.1428,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",88.7442822073733,181.369119747316
"459",NA,708,"20E TAYLOR CORRIDOR",2016,"6416-14230",NA,"LOW",0,"20E",5.791,64.2833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,996.3571,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",88.753309876381,185.080059119985
"460",NA,708,"20E TAYLOR CORRIDOR",2016,"6318-14225",NA,"LOW",0,"20E",5.992,63.3167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,909.4667,0.445742117,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.6710798049887,77.3622176509276
"461",NA,708,"20E TAYLOR CORRIDOR",2016,"6320-14225",NA,"LOW",1,"20E",5.986,63.35,-142.4583,0,0,0,0,0,1,1,0,0,0,3,2,2,0,1,NA,NA,NA,808.8666,0.797150087,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.6752077453891,81.0726748718629
"462",NA,708,"20E TAYLOR CORRIDOR",2016,"6328-14225",NA,"LOW",0,"20E",5.958,63.4833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,767.8823,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.6917441440405,95.9258228320675
"463",NA,708,"20E TAYLOR CORRIDOR",2016,"6330-14225",NA,"LOW",0,"20E",5.951,63.5167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,737.9333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.6958906096488,99.6475109971715
"464",NA,708,"20E TAYLOR CORRIDOR",2016,"6332-14225",NA,"LOW",1,"20E",5.944,63.55,-142.4583,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,NA,NA,NA,759.0667,0.99024375,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7000258793363,103.358073981175
"465",NA,708,"20E TAYLOR CORRIDOR",2016,"6348-14225",NA,"LOW",0,"20E",5.888,63.8167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,683.7143,0.999998502,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7331890212988,133.076638421956
"466",NA,708,"20E TAYLOR CORRIDOR",2016,"6350-14225",NA,"LOW",0,"20E",5.882,63.85,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,720.7333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7373351900243,136.787359015251
"467",NA,708,"20E TAYLOR CORRIDOR",2016,"6354-14225",NA,"LOW",0,"20E",5.868,63.9167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,803.4286,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.745643594331,144.219995874307
"468",NA,708,"20E TAYLOR CORRIDOR",2016,"6356-14225",NA,"LOW",0,"20E",5.861,63.95,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,810.5333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7497933707141,147.930768725348
"469",NA,708,"20E TAYLOR CORRIDOR",2016,"6358-14225",NA,"LOW",0,"20E",5.854,63.9833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,917.0625,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7539443456295,151.641558947083
"470",NA,708,"20E TAYLOR CORRIDOR",2016,"6400-14225",NA,"LOW",0,"20E",5.847,64.0167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,831.2,0.850757422,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7581089884552,155.363510116339
"471",NA,708,"20E TAYLOR CORRIDOR",2016,"6402-14225",NA,"LOW",0,"20E",5.84,64.05,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,745.5,0.684140252,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7622623597977,159.074335084703
"472",NA,708,"20E TAYLOR CORRIDOR",2016,"6408-14225",NA,"LOW",0,"20E",5.819,64.15,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,917.9333,0.179551769,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7747421191171,170.218057670341
"473",NA,708,"20E TAYLOR CORRIDOR",2016,"6410-14225",NA,"LOW",0,"20E",5.812,64.1833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,779.25,0.111896861,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7789002627736,173.928951891638
"474",NA,708,"20E TAYLOR CORRIDOR",2016,"6412-14225",NA,"LOW",0,"20E",5.805,64.2167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,959.2857,0.011290703,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7830720873606,177.651007278178
"475",NA,708,"20E TAYLOR CORRIDOR",2016,"6416-14225",NA,"LOW",0,"20E",5.791,64.2833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1148.125,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",92.7913943194196,185.072882065865
"476",NA,708,"20E TAYLOR CORRIDOR",2016,"6406-14220",NA,"HIGH",1,"20E",5.826,64.1167,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,762.2,0.466602264,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",96.8281336682472,166.505289738593
"477",NA,708,"20E TAYLOR CORRIDOR",2016,"6404-14220",NA,"LOW",0,"20E",5.833,64.0833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,688.1334,0.813915458,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8288331797618,162.783284656989
"478",NA,708,"20E TAYLOR CORRIDOR",2016,"6402-14220",NA,"LOW",0,"20E",5.84,64.05,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,891.375,0.868290888,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8295303964395,159.072440639843
"479",NA,708,"20E TAYLOR CORRIDOR",2016,"6348-14220",NA,"HIGH",1,"20E",5.888,63.8167,-142.375,0,0,1,0,0,1,0,0,0,0,2,2,1,1,0,NA,NA,NA,642.6667,0.195246227,0.441404172,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",96.8344094663979,133.074731963959
"480",NA,708,"20E TAYLOR CORRIDOR",2016,"6340-14220",NA,"LOW",0,"20E",5.916,63.6833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,816,0.154676908,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8371948467914,118.209731124164
"481",NA,708,"20E TAYLOR CORRIDOR",2016,"6338-14220",NA,"LOW",0,"20E",5.924,63.65,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,788.1875,0.92358749,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8378896403062,114.499096260929
"482",NA,708,"20E TAYLOR CORRIDOR",2016,"6334-14220",NA,"LOW",0,"20E",5.937,63.5833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,881.8,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8392807022483,107.066736171954
"483",NA,708,"20E TAYLOR CORRIDOR",2016,"6332-14220",NA,"LOW",0,"20E",5.944,63.55,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,863.375,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8399748846535,103.356153945605
"484",NA,708,"20E TAYLOR CORRIDOR",2016,"6330-14220",NA,"LOW",0,"20E",5.951,63.5167,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,783.8666,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8406688630879,99.6455892780125
"485",NA,708,"20E TAYLOR CORRIDOR",2016,"6328-14220",NA,"LOW",0,"20E",5.958,63.4833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,727.5333,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8413647204143,95.9238994268803
"486",NA,708,"20E TAYLOR CORRIDOR",2016,"6326-14220",NA,"LOW",0,"20E",5.965,63.45,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,746.4375,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8420582895867,92.2133699754793
"487",NA,708,"20E TAYLOR CORRIDOR",2016,"6318-14220",NA,"LOW",0,"20E",5.992,63.3167,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,751.0667,0.944678734,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8448325971686,77.3602858749945
"488",NA,708,"20E TAYLOR CORRIDOR",2016,"6316-14220",NA,"LOW",0,"20E",5.999,63.2833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,752.0625,0.962923418,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",96.8455272193836,73.6387022119695
"489",NA,708,"20E TAYLOR CORRIDOR",2016,"6412-14215",NA,"LOW",0,"20E",5.805,64.2167,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1128.4375,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.869003390826,177.652528443749
"490",NA,708,"20E TAYLOR CORRIDOR",2016,"6408-14215",NA,"LOW",1,"20E",5.819,64.15,-142.2917,0,1,0,1,0,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,784.8,0.179904033,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.880129219892,170.219581637523
"491",NA,708,"20E TAYLOR CORRIDOR",2016,"6404-14215",NA,"LOW",0,"20E",5.833,64.0833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,843.9333,0.911746918,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.891248671873,162.786704137364
"492",NA,708,"20E TAYLOR CORRIDOR",2016,"6356-14215",NA,"LOW",0,"20E",5.861,63.95,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,722,0.991173884,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.913451737175,147.932301043421
"493",NA,708,"20E TAYLOR CORRIDOR",2016,"6354-14215",NA,"LOW",0,"20E",5.868,63.9167,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,633.5625,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.918994339685,144.221529575539
"494",NA,708,"20E TAYLOR CORRIDOR",2016,"6352-14215",NA,"LOW",0,"20E",5.875,63.8833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,647.6429,0.992357317,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOW",100.924551976734,140.499632112386
"495",NA,708,"20E TAYLOR CORRIDOR",2016,"6348-14215",NA,"HIGH",1,"20E",5.888,63.8167,-142.2917,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,NA,NA,NA,755.4375,0.66644953,0.05503574,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",100.935629151166,133.078176264318
"496",NA,708,"20E TAYLOR CORRIDOR",2016,"6346-14215",NA,"HIGH",0,"20E",5.895,63.7833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,859.3571,0.504751295,0.017282861,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",100.941181949558,129.356331256393
"497",NA,708,"20E TAYLOR CORRIDOR",2016,"6344-14215",NA,"HIGH",0,"20E",5.902,63.75,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,926.75,0.008926265,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIGH",100.946716510177,125.645646969498
