"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact"
"339",13,141,"20E TOK WEST",2005,"6404-14230",NA,"HIGH",1,"20E",5.833,64.0833,-142.5417,0,0,1,0,0,8,2,0,0,0,13,11,10,1,2,NA,NA,NA,1176.5333,0,0,0.03931848,NA,0.007863696,0.240974622,0.178779936,0.163112117,0.000893602,0.164005719,0.153342071,0.057726677,0.050697009,0.041284404,NA,NA,0.066007387,NA,NA,"HIGH"
"340",2,141,"20E TOK WEST",2005,"6404-14250",NA,"HIGH",1,"20E",5.833,64.0833,-142.875,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,946.7333,0.884293806,0,0.001131896,NA,NA,0.165614202,0.231442869,0.034076016,0.000119147,0.034195163,0.240915048,0.025735732,0.181877755,0.115632074,NA,NA,0.00345526,NA,NA,"HIGH"
"341",17,141,"20E TOK WEST",2005,"6404-14255",NA,"HIGH",1,"20E",5.833,64.0833,-142.9583,1,3,1,0,2,6,2,0,0,0,17,15,8,7,2,NA,NA,NA,1073.1875,0.385113994,0,0.011022402,NA,5.96e-05,0.152347474,0.265371783,0.085319352,0.00107245,0.086391802,0.231351287,0.058925167,0.074952336,0.11749285,NA,NA,0.002085319,NA,NA,"HIGH"
"342",NA,141,"20E TOK WEST",2005,"6404-14305",NA,"HIGH",0,"20E",5.833,64.0833,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1237.1333,0,0,0.010362694,NA,0.000595557,0.092311357,0.184801382,0.220475255,0.002144006,0.222619261,0.128044786,0.103626943,0.13715681,0.065153952,NA,NA,0.055327259,NA,NA,"HIGH"
"343",3,141,"20E TOK WEST",2005,"6406-14225",NA,"HIGH",1,"20E",5.826,64.1167,-142.4583,0,0,0,0,0,2,0,0,1,0,3,2,2,0,1,NA,NA,NA,886.6667,0.804836976,0,0.037284496,NA,0.000954483,0.314263557,0.066754161,0.083278649,NA,0.083278649,0.130823838,NA,0.31832011,0.03561415,NA,NA,0.012706556,NA,NA,"HIGH"
"344",NA,141,"20E TOK WEST",2005,"6406-14230",NA,"HIGH",0,"20E",5.826,64.1167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1119.6666,0.670477577,0,0.032329257,NA,0.001133313,0.262272592,0.11750671,0.073963615,0.001729794,0.075693409,0.147688637,0.033760811,0.250462273,0.022248732,NA,NA,0.056904265,NA,NA,"HIGH"
"345",NA,141,"20E TOK WEST",2005,"6406-14235",NA,"HIGH",0,"20E",5.826,64.1167,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1190.4,0.329536286,0,0.003518187,NA,0.001013715,0.089206917,0.287060227,0.195169946,0.000477042,0.195646988,0.124269529,0.080918306,0.110316041,0.061598092,NA,NA,0.046451998,NA,NA,"HIGH"
"346",15,141,"20E TOK WEST",2005,"6406-14240",NA,"HIGH",1,"20E",5.826,64.1167,-142.7083,1,0,1,0,1,5,2,1,0,0,15,11,8,3,4,NA,NA,NA,1102.4,0.209570459,0,0.00548795,NA,0.000178955,0.26789549,0.233894059,0.115485564,0.000835123,0.116320687,0.08977571,0.08249821,0.06788356,0.124850871,NA,NA,0.011214507,NA,NA,"HIGH"
"347",NA,141,"20E TOK WEST",2005,"6406-14250",NA,"HIGH",0,"20E",5.826,64.1167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,990.3333,0.870584542,0,0.022182469,NA,0.000357782,0.528741801,0.115384615,0.063387001,0.001371497,0.064758498,0.074537865,0.01228384,0.058497317,0.119618366,NA,NA,0.003637448,NA,NA,"HIGH"
"348",34,141,"20E TOK WEST",2005,"6406-14305",NA,"HIGH",1,"20E",5.826,64.1167,-143.125,0,4,3,0,9,14,2,0,0,0,34,32,16,16,2,NA,NA,NA,1252.1333,0,0,0.012761644,NA,NA,0.029876558,0.156419584,0.239668436,0.00232572,0.241994156,0.220704872,0.137336752,0.124634743,0.04556026,NA,NA,0.030711432,NA,NA,"HIGH"
"349",2,141,"20E TOK WEST",2005,"6406-14320",NA,"HIGH",1,"20E",5.826,64.1167,-143.375,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,NA,NA,NA,946.0667,0,0,0,NA,NA,0.207585425,0.182002505,0.045381358,NA,0.045381358,0.042041863,0.258572366,0.010435923,0.253980559,NA,NA,NA,NA,NA,"HIGH"
"350",NA,141,"20E TOK WEST",2005,"6408-14225",NA,"HIGH",0,"20E",5.819,64.15,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,917.9333,0.179551769,0,0.010330825,NA,0.001015168,0.609279828,0.083124328,0.055655082,0.000716589,0.056371671,0.016123253,0.01349576,0.078347068,0.12373104,NA,NA,0.008181058,NA,NA,"HIGH"
"351",NA,141,"20E TOK WEST",2005,"6408-14230",NA,"HIGH",0,"20E",5.819,64.15,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1054.6666,0.171706941,0,0.042164357,NA,0.001433349,0.501075012,0.106903966,0.051958911,0.000895843,0.052854754,0.052018634,0.017140468,0.085762064,0.052854754,NA,NA,0.087792642,NA,NA,"HIGH"
"352",NA,141,"20E TOK WEST",2005,"6408-14235",NA,"HIGH",0,"20E",5.819,64.15,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1213.6666,0,0,0.033144222,NA,0.004598388,0.312332039,0.050761421,0.127261869,0.001492983,0.128754852,0.027052852,0.021678113,0.12015527,0.102179755,NA,NA,0.199343087,NA,NA,"HIGH"
"353",NA,141,"20E TOK WEST",2005,"6408-14240",NA,"HIGH",0,"20E",5.819,64.15,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1221.6666,0,0,0.013322182,NA,0.003823406,0.196427505,0.119242488,0.180715694,0.003823406,0.1845391,0.058784874,0.12270745,0.120676265,0.103291714,NA,NA,0.077185017,NA,NA,"HIGH"
"354",6,141,"20E TOK WEST",2005,"6408-14245",NA,"HIGH",1,"20E",5.819,64.15,-142.7917,0,0,0,0,1,5,0,0,0,0,6,6,5,1,0,NA,NA,NA,1023.6429,0.036462078,0,0.074290833,NA,0.001313825,0.536757241,0.185727083,0.048730964,0.000179158,0.048910122,0.025559869,0.026993132,0.007166318,0.090773365,NA,5.97e-05,0.002448492,NA,NA,"HIGH"
"355",NA,141,"20E TOK WEST",2005,"6408-14250",NA,"HIGH",0,"20E",5.819,64.15,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,979.6,0.71094051,0,0.014330925,NA,0.000477697,0.400668776,0.181525049,0.03493163,0.000179137,0.035110767,0.163193408,0.020779841,0.06007046,0.12067833,NA,NA,0.003164746,NA,NA,"HIGH"
"356",NA,141,"20E TOK WEST",2005,"6408-14255",NA,"HIGH",0,"20E",5.819,64.15,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,936.4,0.343800215,0,0.00818057,NA,NA,0.32268466,0.199617842,0.030512928,NA,0.030512928,0.082701379,0.054218666,0.118349555,0.182779005,NA,NA,0.000955395,NA,NA,"HIGH"
"357",NA,141,"20E TOK WEST",2005,"6408-14300",NA,"HIGH",0,"20E",5.819,64.15,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1147.1538,0.044336971,0,0.049444643,NA,5.97e-05,0.209662009,0.185059119,0.23354831,0.001791473,0.235339783,0.070345157,0.118117759,0.029678729,0.089334767,NA,NA,0.012958318,NA,NA,"HIGH"
"358",NA,141,"20E TOK WEST",2005,"6408-14310",NA,"HIGH",0,"20E",5.819,64.15,-143.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1155.2,0,0,0.003642661,NA,0.00041801,0.266989132,0.264779649,0.12570166,0.000955452,0.126657112,0.103009674,0.090469366,0.010987699,0.119730085,NA,NA,0.013316613,NA,NA,"HIGH"
"359",2,141,"20E TOK WEST",2005,"6408-14315",NA,"HIGH",1,"20E",5.819,64.15,-143.2917,0,1,1,0,0,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,1064.8462,0,0,0.000477783,NA,NA,0.38037506,0.264751553,0.017259914,5.97e-05,0.017319614,0.035535117,0.091973244,0.001552795,0.206999522,NA,NA,0.001015289,NA,NA,"HIGH"
"360",12,141,"20E TOK WEST",2005,"6410-14245",NA,"HIGH",1,"20E",5.812,64.1833,-142.7917,1,0,1,1,3,4,1,0,0,0,12,11,5,6,1,NA,NA,NA,1096.4667,0,0,0.035037369,NA,0.00161435,0.380926756,0.167473842,0.084304933,0.003049327,0.08735426,0.095306428,0.08980568,0.028041854,0.090702541,NA,NA,0.023736921,NA,NA,"HIGH"
"361",NA,141,"20E TOK WEST",2005,"6410-14250",NA,"HIGH",0,"20E",5.812,64.1833,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,994.9333,0.276514101,0,0.027259684,NA,NA,0.597381636,0.067252511,0.020086083,0.00041846,0.020504543,0.029172645,0.009684362,0.06258967,0.18555715,NA,NA,0.0005978,NA,NA,"HIGH"
"362",NA,141,"20E TOK WEST",2005,"6410-14255",NA,"HIGH",0,"20E",5.812,64.1833,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1206.375,0.202959776,0,0.013214542,NA,NA,0.133341306,0.238938053,0.153193016,0.000179383,0.153372399,0.161564219,0.058239656,0.118213346,0.101351351,NA,NA,0.021765128,NA,NA,"HIGH"
"363",17,141,"20E TOK WEST",2005,"6410-14300",NA,"HIGH",1,"20E",5.812,64.1833,-143.0417,0,0,3,3,2,3,3,0,0,0,17,14,6,8,3,NA,NA,NA,1320.9333,0,0,0.000896861,NA,0.000179372,0.029955157,0.20083707,0.223318386,0.000418535,0.223736921,0.313841555,0.137578475,0.063019432,0.01470852,NA,NA,0.015246637,NA,NA,"HIGH"
"364",NA,141,"20E TOK WEST",2005,"6410-14310",NA,"HIGH",0,"20E",5.812,64.1833,-143.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1010.75,0,0,0.010820182,NA,NA,0.588295074,0.095588235,0.015184122,0.0005978,0.015781922,0.006037781,0.025884744,0.007233381,0.2485055,NA,NA,0.00185318,NA,NA,"HIGH"
"365",NA,141,"20E TOK WEST",2005,"6410-14335",NA,"HIGH",0,"20E",5.812,64.1833,-143.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1059.4667,0,0,0,NA,NA,0.164843703,0.335245951,0.019006634,NA,0.019006634,0.011117088,0.2923316,0.001733309,0.175721714,NA,NA,NA,NA,NA,"HIGH"
"366",7,141,"20E TOK WEST",2005,"6412-14305",NA,"HIGH",1,"20E",5.805,64.2167,-143.125,0,1,0,0,4,2,0,0,0,0,7,7,2,5,0,NA,NA,NA,1143.0667,0,0,0.057753307,NA,0.00089772,0.236998025,0.194805195,0.070620624,0.00209468,0.072715304,0.158297923,0.051170028,0.087437908,0.093662098,NA,NA,0.046262493,NA,NA,"HIGH"
"367",0,141,"20E TOK WEST",2005,"6412-14340",NA,"HIGH",1,"20E",5.805,64.2167,-143.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1293.4,0,0,0,NA,NA,0.000239464,0.175826149,0.200610632,0.003472222,0.204082854,0.297294061,0.163074713,0.124281609,0.017540709,NA,NA,0.017660441,NA,NA,"HIGH"
"368",8,141,"20E TOK WEST",2005,"6414-14255",NA,"HIGH",1,"20E",5.8,64.25,-142.9583,1,1,0,1,1,4,0,0,0,0,8,8,4,4,0,NA,NA,NA,1055.3334,0,0,0.044158179,NA,0.000119832,0.458118634,0.105272618,0.058418214,0.001258238,0.059676452,0.007130018,0.02869982,0.059736369,0.202756141,NA,NA,0.034331935,NA,NA,"HIGH"
"369",NA,141,"20E TOK WEST",2005,"6414-14300",NA,"HIGH",0,"20E",5.8,64.25,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1119.1333,0,0,0.01995685,5.99e-05,0.003475968,0.2843102,0.172539854,0.170262496,0.001018818,0.171281314,0.032841903,0.025530385,0.095469256,0.115665828,NA,NA,0.078868513,NA,NA,"HIGH"
"370",1,141,"20E TOK WEST",2005,"6414-14335",NA,"HIGH",1,"20E",5.8,64.25,-143.625,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,1262,0,0,0.008572114,NA,0.005335092,0.063961156,0.151420693,0.08823882,0.000239779,0.088478599,0.267473924,0.090157056,0.171202494,0.073432442,NA,NA,0.079966431,NA,NA,"HIGH"
"371",NA,141,"20E TOK WEST",2005,"6416-14320",NA,"HIGH",0,"20E",5.791,64.2833,-143.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1112.3572,0,0,0.018719626,NA,NA,0.345533089,0.285114298,0.042119158,0.000599988,0.042719146,0.093538129,0.060538789,0.015899682,0.123297534,6e-05,NA,0.014579708,NA,NA,"HIGH"
"372",NA,141,"20E TOK WEST",2005,"6416-14325",NA,"HIGH",0,"20E",5.791,64.2833,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1162.5294,0,0,0.025679486,NA,0.000659987,0.171536569,0.270594588,0.102357953,0.000659987,0.10301794,0.113157737,0.10397792,0.042599148,0.147777044,NA,NA,0.02099958,NA,NA,"HIGH"
"373",10,141,"20E TOK WEST",2005,"6416-14330",NA,"HIGH",1,"20E",5.791,64.2833,-143.5417,0,0,1,0,1,8,0,0,0,0,10,10,8,2,0,NA,NA,NA,1205.1428,0,0,0.000540086,NA,0.001200192,0.045727316,0.196111378,0.180928949,0.000300048,0.181228997,0.238658185,0.170727316,0.097215554,0.031144983,NA,NA,0.037445991,NA,NA,"HIGH"
"374",11,141,"20E TOK WEST",2005,"6428-14330",NA,"HIGH",1,"20E",5.749,64.4833,-143.5417,0,1,1,2,5,0,1,0,0,0,11,10,1,9,1,NA,NA,NA,1065.8667,0,0,0.038377856,NA,6.04e-05,0.414057778,0.157198114,0.028526532,0.000725251,0.029251783,0.055844313,0.068052702,0.020548773,0.203916354,NA,NA,0.012691889,NA,NA,"HIGH"
"375",22,170,"20E TOK CENTRAL",2006,"6302-14110",NA,"HIGH",1,"20E",6.047,63.05,-141.2083,0,0,2,4,4,10,1,0,0,0,22,21,11,10,1,NA,NA,NA,844.3333,0.516169938,0,0.026147923,0.014194587,0.020458594,0.415953106,0.019309235,0.170162634,0.000114936,0.17027757,0.018849491,0.00028734,0.254123326,0.053732544,NA,NA,0.006666284,NA,NA,"HIGH"
"376",11,170,"20E TOK CENTRAL",2006,"6314-14120",NA,"HIGH",1,"20E",6.006,63.25,-141.375,0,0,0,3,2,6,0,0,0,0,11,11,6,5,0,NA,NA,NA,1015.353,0.001183528,0,0.054462322,0.001215418,0.001909943,0.427769418,0.105336266,0.215534205,0.002778099,0.218312304,0.00335687,0.092082417,0.007118879,0.087741637,NA,NA,0.000694525,NA,NA,"HIGH"
"377",5,170,"20E TOK CENTRAL",2006,"6318-14140",NA,"HIGH",1,"20E",5.992,63.3167,-141.7083,0,0,0,1,0,4,0,0,0,0,5,5,4,1,0,NA,NA,NA,776.1334,0,0.149372215,0.216203677,NA,0.010902975,0.666879313,0.00765528,0.037290495,NA,0.037290495,5.8e-05,NA,NA,0.061010265,NA,NA,NA,NA,NA,"HIGH"
"378",9,170,"20E TOK CENTRAL",2006,"6318-14145",NA,"HIGH",1,"20E",5.992,63.3167,-141.7917,2,0,1,0,1,5,0,0,0,0,9,9,5,4,0,NA,NA,NA,862.5625,0,0.407096768,0.083816705,NA,0.008352668,0.60162413,0.033584687,0.136194896,5.8e-05,0.136252896,NA,0.002842227,NA,0.133526682,NA,NA,NA,NA,NA,"HIGH"
"379",22,170,"20E TOK CENTRAL",2006,"6318-14155",NA,"HIGH",1,"20E",5.992,63.3167,-141.9583,0,1,1,0,5,13,1,0,0,0,22,21,14,7,1,NA,NA,NA,862.8125,0,0.647150554,0.066577742,0.006843357,0.06234414,0.593516209,0.013454735,0.208490402,0.000405962,0.208896364,0.009627095,NA,0.000173984,0.038566375,NA,NA,NA,NA,NA,"HIGH"
"380",6,170,"20E TOK CENTRAL",2006,"6320-14120",NA,"HIGH",1,"20E",5.986,63.35,-141.375,0,0,0,1,2,3,0,0,0,0,6,6,3,3,0,NA,NA,NA,981.75,0.121302302,0.00141762,0.03672972,0.003771614,0.020482767,0.467390043,0.106011373,0.285598236,0.000580248,0.286178484,0.006382732,0.006266682,0.009516073,0.05628409,NA,NA,0.000986422,NA,NA,"HIGH"
"381",1,170,"20E TOK CENTRAL",2006,"6320-14140",NA,"HIGH",1,"20E",5.986,63.35,-141.7083,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,782.8125,0,0.602340141,0.048299083,0.003483107,0.009288285,0.540694299,0.15343086,0.155927087,0.001161036,0.157088123,0.002031812,0.000696621,0.003425055,0.08144665,0.000116104,NA,NA,NA,NA,"HIGH"
"382",12,170,"20E TOK CENTRAL",2006,"6320-14145",NA,"HIGH",1,"20E",5.986,63.35,-141.7917,1,1,0,2,0,6,1,0,0,0,12,11,7,4,1,NA,NA,NA,866.8571,0,0.747861166,0.036748911,0.004005806,0.025195936,0.500319303,0.062351234,0.27222061,0.000406386,0.272626996,0.00754717,0.001044993,0.000232221,0.089927431,NA,NA,NA,NA,NA,"HIGH"
"383",NA,170,"20E TOK CENTRAL",2006,"6320-14205",NA,"HIGH",0,"20E",5.986,63.35,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,846.9333,0,0.946795066,0.053343394,0.043069422,0.065184583,0.299280241,0.068202925,0.407069886,0.001741351,0.408811237,0.009751567,0.000174135,0.001393081,0.050789413,NA,NA,NA,NA,NA,"HIGH"
"384",8,170,"20E TOK CENTRAL",2006,"6322-14140",NA,"HIGH",1,"20E",5.978,63.3833,-141.7083,0,0,0,0,0,4,2,0,0,0,8,6,6,0,2,NA,NA,NA,790.2,0,0.985442194,0.024298088,0.01732256,0.036330873,0.506713945,0.052781492,0.252514096,0.002673952,0.255188048,0.007498692,0.001395106,0.008545021,0.089926176,NA,NA,NA,NA,NA,"HIGH"
"385",17,170,"20E TOK CENTRAL",2006,"6322-14145",NA,"HIGH",1,"20E",5.978,63.3833,-141.7917,0,0,3,0,3,7,2,0,0,0,17,15,9,6,2,NA,NA,NA,825.5883,0,0.922384961,0.08334302,0.007439265,0.042368941,0.5298733,0.086132744,0.178077415,0.000871789,0.178949204,0.005986284,0.001046147,0.002847844,0.062013251,NA,NA,NA,NA,NA,"HIGH"
"386",0,170,"20E TOK CENTRAL",2006,"6322-14200",NA,"HIGH",1,"20E",5.978,63.3833,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,744.2667,0,0.017692262,0.377056806,NA,5.81e-05,0.556776557,0.020524449,0.00418629,NA,0.00418629,0.000290715,0.00180243,0.004070004,0.035234607,NA,NA,NA,NA,NA,"HIGH"
"387",43,170,"20E TOK CENTRAL",2006,"6322-14205",NA,"HIGH",1,"20E",5.978,63.3833,-142.125,0,0,3,1,4,27,4,0,0,0,43,39,31,8,4,NA,NA,NA,935.3125,0,0.547657456,0.165514035,0.001743476,0.03853083,0.344569071,0.070785146,0.304120416,0.000116232,0.304236648,0.006683327,0.018015924,0.005230429,0.044691114,NA,NA,NA,NA,NA,"HIGH"
"388",10,170,"20E TOK CENTRAL",2006,"6322-14210",NA,"HIGH",1,"20E",5.978,63.3833,-142.2083,0,0,0,0,1,3,3,0,0,0,10,7,6,1,3,NA,NA,NA,883.4375,0.466187283,0.500809008,0.01400837,0.01197396,0.03940944,0.330446408,0.070913741,0.183503836,0.000406882,0.183910718,0.025807952,0.001104394,0.257788886,0.060334806,NA,NA,0.004301325,NA,NA,"HIGH"
"389",0,170,"20E TOK CENTRAL",2006,"6324-14145",NA,"HIGH",1,"20E",5.972,63.4167,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,667,0,0.46597842,0.291766075,0.006750073,0.017340704,0.48041897,0.050683736,0.086470759,NA,0.086470759,0.004480652,0.001454757,0.005004364,0.055397149,NA,0.000174571,5.82e-05,NA,NA,"HIGH"
"390",1,170,"20E TOK CENTRAL",2006,"6326-14115",NA,"HIGH",1,"20E",5.965,63.45,-141.2917,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,983.0625,0.014628828,0.514784709,0.040445247,0.023661053,0.126289411,0.405618043,0.03770616,0.270295472,0.004370884,0.274666356,0.037473046,0.015676904,0.001165569,0.036715426,NA,NA,0.000582785,NA,NA,"HIGH"
"391",NA,170,"20E TOK CENTRAL",2006,"6326-14120",NA,"HIGH",0,"20E",5.965,63.45,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,987.75,0,0.777460417,0.038732599,0.030927835,0.048401188,0.369095463,0.063719494,0.331527754,0.001922069,0.333449823,0.055041062,0.006523385,0.000524201,0.052594793,NA,NA,0.000990157,NA,NA,"HIGH"
"392",NA,170,"20E TOK CENTRAL",2006,"6326-14125",NA,"HIGH",0,"20E",5.965,63.45,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,773.8,0.121743283,0.878256717,0.129930665,0.026568782,0.062634738,0.424284799,0.092757676,0.141175785,0.002680184,0.143855969,0.074579036,0.002214065,0.001223562,0.041892443,5.83e-05,NA,NA,NA,NA,"HIGH"
"393",0,170,"20E TOK CENTRAL",2006,"6326-14130",NA,"HIGH",1,"20E",5.965,63.45,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,856,0,1,0.077779072,0.027091587,0.064320671,0.397285015,0.058436262,0.321545094,0.001747844,0.323292938,0.012759264,0.000873922,0.000466092,0.037578653,0.000116523,NA,NA,NA,NA,"HIGH"
"394",NA,170,"20E TOK CENTRAL",2006,"6326-14135",NA,"HIGH",0,"20E",5.965,63.45,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,918.0667,0,1,0.005708627,0.01438807,0.025222811,0.340071067,0.130482903,0.3842838,0.000757267,0.385041067,0.014038562,0.004660104,0.009494961,0.070891827,NA,NA,NA,NA,NA,"HIGH"
"395",3,170,"20E TOK CENTRAL",2006,"6326-14140",NA,"HIGH",1,"20E",5.965,63.45,-141.7083,0,0,0,1,0,2,0,0,0,0,3,3,2,1,0,NA,NA,NA,798.875,0,0.86384825,0.082328264,0.014741013,0.080988172,0.448872575,0.085358038,0.204742761,0.000757443,0.205500204,0.009613704,0.00238886,0.000466119,0.069743052,NA,NA,NA,NA,NA,"HIGH"
"396",11,170,"20E TOK CENTRAL",2006,"6328-14100",NA,"HIGH",1,"20E",5.958,63.4833,-141.0417,0,0,0,0,2,9,0,0,0,0,11,11,9,2,0,NA,NA,NA,799.375,0.122022922,0.53190166,0.039724669,0.005308289,0.013474888,0.49722919,0.140640495,0.123665636,0.001516654,0.12518229,0.035174707,0.030099749,0.008516596,0.10365747,NA,NA,0.000991658,NA,NA,"HIGH"
"397",3,170,"20E TOK CENTRAL",2006,"6328-14105",NA,"HIGH",1,"20E",5.958,63.4833,-141.125,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,NA,NA,NA,1039.8125,0.026285103,0,0.098979294,NA,0.00221639,0.473140857,0.128842228,0.117118693,0.002857976,0.119976669,0.014523185,0.040361621,0.006824147,0.112277632,NA,NA,0.002857976,NA,NA,"HIGH"
"398",5,170,"20E TOK CENTRAL",2006,"6328-14110",NA,"HIGH",1,"20E",5.958,63.4833,-141.2083,0,0,1,0,0,4,0,0,0,0,5,5,4,1,0,NA,NA,NA,1029.2667,0,0,0.121201516,0.00058326,0.008282298,0.540274132,0.073257509,0.086614173,0.001574803,0.088188976,0.003149606,0.006182561,0.002099738,0.154097404,NA,NA,0.002682998,NA,NA,"HIGH"
"399",1,170,"20E TOK CENTRAL",2006,"6328-14115",NA,"HIGH",1,"20E",5.958,63.4833,-141.2917,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,1066.6875,0,0,0.158380019,0.00105042,0.012488329,0.479400093,0.067518674,0.12797619,0.012021475,0.139997665,0.025735294,0.04423436,0.005427171,0.054855275,NA,NA,0.010912698,NA,NA,"HIGH"
"400",NA,170,"20E TOK CENTRAL",2006,"6328-14120",NA,"HIGH",0,"20E",5.958,63.4833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,989.8,0,0.790102392,0.031379411,0.025371829,0.029104695,0.38571012,0.141207349,0.198541849,0.01312336,0.211665209,0.093788276,0.020589093,0.004432779,0.055351414,0.000174978,NA,0.001224847,NA,NA,"HIGH"
"401",0,170,"20E TOK CENTRAL",2006,"6328-14125",NA,"HIGH",1,"20E",5.958,63.4833,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,837.0625,0.010756263,0.989243737,0.030566412,0.045732952,0.090124249,0.348363764,0.124715627,0.218281514,0.012074899,0.230356413,0.058507846,0.005366622,0.000758327,0.064924459,5.83e-05,NA,0.000524996,NA,NA,"HIGH"
"402",23,170,"20E TOK CENTRAL",2006,"6328-14130",NA,"HIGH",1,"20E",5.958,63.4833,-141.5417,0,0,0,0,7,12,2,0,0,0,23,21,14,7,2,NA,NA,NA,1012.2667,0,1,0.026014932,0.008341111,0.008049463,0.297771815,0.109484368,0.416880541,0.000991601,0.417872142,0.040188987,0.012132524,0.003033131,0.075419972,NA,NA,0.001691554,NA,NA,"HIGH"
"403",NA,170,"20E TOK CENTRAL",2006,"6328-14135",NA,"HIGH",0,"20E",5.958,63.4833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,950.8,0,1,0.017262495,0.000816469,0.004490581,0.588499446,0.056919578,0.218172275,0.000291596,0.218463871,0.004082347,0.005948562,0.001924535,0.101592115,NA,NA,NA,NA,NA,"HIGH"
"404",9,170,"20E TOK CENTRAL",2006,"6328-14140",NA,"HIGH",1,"20E",5.958,63.4833,-141.7083,0,0,0,0,1,5,0,1,0,0,9,7,6,1,2,NA,NA,NA,770.6,0,0.705780357,0.059327966,0.000991716,0.016100805,0.707852059,0.05740287,0.04433555,0.000525026,0.044860576,0.000525026,0.004258546,0.004608564,0.104013534,NA,NA,5.83e-05,NA,NA,"HIGH"
"405",NA,170,"20E TOK CENTRAL",2006,"6330-14100",NA,"HIGH",0,"20E",5.951,63.5167,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,775.2,0,0.97675904,0.014538448,0.012261342,0.115256612,0.610614819,0.021603316,0.177497519,0.005138086,0.182635605,0.002101944,0.000291937,5.84e-05,0.040579202,5.84e-05,NA,NA,NA,NA,"HIGH"
