"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact"
"206",NA,140,"20E TOK CENTRAL",2005,"6326-14130",NA,"HIGH",0,"20E",5.965,63.45,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,856,0,1,0.075798182,0.02010021,0.052144022,0.411500816,0.062456304,0.323759031,0.00040783,0.324166861,0.012467956,0.001223491,0.000582615,0.03944302,0.000116523,NA,NA,NA,NA,"HIGH"
"207",NA,140,"20E TOK CENTRAL",2005,"6326-14135",NA,"HIGH",0,"20E",5.965,63.45,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,918.0667,0,1,0.005533873,0.011359003,0.024232539,0.338847789,0.139162346,0.377934409,0.000174754,0.378109163,0.014737578,0.005242617,0.010135726,0.072639366,NA,NA,NA,NA,NA,"HIGH"
"208",NA,140,"20E TOK CENTRAL",2005,"6326-14140",NA,"HIGH",0,"20E",5.965,63.45,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,798.875,0,0.86384825,0.081337761,0.01136165,0.077783604,0.452543262,0.092058498,0.201538193,0.00011653,0.201654723,0.00897279,0.002738449,0.000582649,0.070908349,5.83e-05,NA,NA,NA,NA,"HIGH"
"209",NA,140,"20E TOK CENTRAL",2005,"6328-14100",NA,"HIGH",0,"20E",5.958,63.4833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,799.375,0.122022922,0.53190166,0.039724669,0.003908301,0.012424896,0.498279181,0.139882168,0.121273989,0.00163332,0.122907309,0.036574695,0.032491396,0.008749927,0.104065799,NA,NA,0.000991658,NA,NA,"HIGH"
"210",2,140,"20E TOK CENTRAL",2005,"6328-14105",NA,"HIGH",1,"20E",5.958,63.4833,-141.125,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,NA,NA,NA,1039.8125,0.026285103,0,0.098979294,NA,0.00221639,0.473140857,0.129017206,0.115718868,0.002974628,0.118693496,0.014989793,0.040594926,0.006940799,0.112569262,NA,NA,0.002857976,NA,NA,"HIGH"
"211",NA,140,"20E TOK CENTRAL",2005,"6328-14110",NA,"HIGH",0,"20E",5.958,63.4833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1029.2667,0,0,0.121259843,0.00029163,0.008282298,0.53986585,0.073374162,0.086497521,0.001458151,0.087955672,0.003032954,0.006415865,0.002099738,0.154680665,NA,NA,0.002741324,NA,NA,"HIGH"
"212",NA,140,"20E TOK CENTRAL",2005,"6328-14115",NA,"HIGH",0,"20E",5.958,63.4833,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1066.6875,0,0,0.158963585,0.000816993,0.011788049,0.480450514,0.069911298,0.125408497,0.011379552,0.136788049,0.024276377,0.045109711,0.005835668,0.055205415,NA,NA,0.010854342,NA,NA,"HIGH"
"213",NA,140,"20E TOK CENTRAL",2005,"6328-14120",NA,"HIGH",0,"20E",5.958,63.4833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,989.8,0,0.790102392,0.030562846,0.013881598,0.020122485,0.387809857,0.170253718,0.193642461,0.005832604,0.199475065,0.092971712,0.022047244,0.004899388,0.056576261,0.000174978,NA,0.001224847,NA,NA,"HIGH"
"214",0,140,"20E TOK CENTRAL",2005,"6328-14125",NA,"HIGH",1,"20E",5.958,63.4833,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,837.0625,0.010756263,0.989243737,0.029633086,0.025899784,0.066032783,0.350288748,0.155865368,0.233681386,0.001341655,0.235023041,0.05839118,0.007816602,0.00122499,0.069299423,NA,NA,0.000524996,NA,NA,"HIGH"
"215",NA,140,"20E TOK CENTRAL",2005,"6328-14130",NA,"HIGH",0,"20E",5.958,63.4833,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1012.2667,0,1,0.025139991,0.006416239,0.00419972,0.300104993,0.122316846,0.405739617,0.000816612,0.406556229,0.038730751,0.013765749,0.003033131,0.077986468,NA,NA,0.001749883,NA,NA,"HIGH"
"216",12,140,"20E TOK CENTRAL",2005,"6328-14135",NA,"HIGH",1,"20E",5.958,63.4833,-141.625,1,0,1,0,4,6,0,0,0,0,12,12,6,6,0,NA,NA,NA,950.8,0,1,0.017087537,5.83e-05,0.003557474,0.591123812,0.061760075,0.208432962,0.000116638,0.2085496,0.003732431,0.006356797,0.002449408,0.105324547,NA,NA,NA,NA,NA,"HIGH"
"217",NA,140,"20E TOK CENTRAL",2005,"6328-14140",NA,"HIGH",0,"20E",5.958,63.4833,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,770.6,0,0.705780357,0.059386303,0.000816708,0.015634115,0.705751954,0.058627931,0.044568895,0.000233345,0.04480224,0.000816708,0.004258546,0.005016918,0.104771905,NA,NA,0.000116673,NA,NA,"HIGH"
"218",12,140,"20E TOK CENTRAL",2005,"6330-14100",NA,"HIGH",1,"20E",5.951,63.5167,-141.0417,0,0,0,1,3,6,1,0,0,0,12,11,7,4,1,NA,NA,NA,775.2,0,0.97675904,0.014071349,0.0092252,0.110644012,0.614585158,0.022128802,0.182110119,0.004087114,0.186197233,0.002043557,0.000291937,0.000116775,0.04063759,5.84e-05,NA,NA,NA,NA,"HIGH"
"219",3,140,"20E TOK CENTRAL",2005,"6330-14105",NA,"HIGH",1,"20E",5.951,63.5167,-141.125,0,0,0,0,0,1,1,0,0,0,3,2,2,0,1,NA,NA,NA,821.2667,0,0.662946764,0.134197617,0.005197384,0.164155571,0.618722261,0.006306938,0.031768278,NA,0.031768278,0.001985517,0.003562252,NA,0.034104181,NA,NA,NA,NA,NA,"HIGH"
"220",NA,140,"20E TOK CENTRAL",2005,"6330-14110",NA,"HIGH",0,"20E",5.951,63.5167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,804.375,0,0.739256624,0.1131227,0.007358524,0.06132103,0.64165158,0.059627402,0.050166443,0.000350406,0.050516849,0.011504993,0.014249839,0.001401624,0.038836652,0.000408807,NA,NA,NA,NA,"HIGH"
"221",NA,140,"20E TOK CENTRAL",2005,"6330-14115",NA,"HIGH",0,"20E",5.951,63.5167,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,931.0667,0,0.31674568,0.121065234,0.00116802,0.009344157,0.610348654,0.080242948,0.06967237,0.002160836,0.071833206,0.004088069,0.005080885,0.003854465,0.092799159,0.000116802,NA,5.84e-05,NA,NA,"HIGH"
"222",NA,140,"20E TOK CENTRAL",2005,"6330-14120",NA,"HIGH",0,"20E",5.951,63.5167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1069.2667,0,0.139489966,0.049874438,0.000876015,0.008059335,0.466448636,0.090229516,0.129883782,0.01132979,0.141213572,0.030251708,0.060795421,0.007533727,0.131694212,NA,NA,0.013023419,NA,NA,"HIGH"
"223",21,140,"20E TOK CENTRAL",2005,"6330-14125",NA,"HIGH",1,"20E",5.951,63.5167,-141.4583,0,4,0,2,4,7,2,0,0,0,21,19,9,10,2,NA,NA,NA,983.9375,0,0.977033843,0.031879489,0.009458749,0.021252992,0.285105389,0.076487418,0.500437905,0.000116775,0.50055468,0.010334559,0.005605185,5.84e-05,0.059263152,NA,NA,NA,NA,NA,"HIGH"
"224",NA,140,"20E TOK CENTRAL",2005,"6330-14130",NA,"HIGH",0,"20E",5.951,63.5167,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,877.625,0,0.916812231,0.120897091,0.001226492,0.002569793,0.387980376,0.079313164,0.308491999,0.000292022,0.308784021,0.001576919,0.003212242,0.000642448,0.093797454,NA,NA,NA,NA,NA,"HIGH"
"225",0,140,"20E TOK CENTRAL",2005,"6330-14135",NA,"HIGH",1,"20E",5.951,63.5167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,801.6875,0,0.927283438,0.105797863,NA,5.84e-05,0.61277515,0.042272435,0.06434285,0.000992585,0.065335435,0.000116775,0.000642261,0.001693233,0.17130846,NA,NA,NA,NA,NA,"HIGH"
"226",4,140,"20E TOK CENTRAL",2005,"6332-14100",NA,"HIGH",1,"20E",5.944,63.55,-141.0417,1,1,0,0,0,2,0,0,0,0,4,4,2,2,0,NA,NA,NA,704.1334,0,1,0.010231525,0.012862488,0.199953227,0.481115529,0.042153882,0.191534144,0.00070159,0.192235734,0.018299813,0.003917212,0.00070159,0.038528999,NA,NA,NA,NA,NA,"HIGH"
"227",NA,140,"20E TOK CENTRAL",2005,"6332-14105",NA,"HIGH",0,"20E",5.944,63.55,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,678.4,0,1,0.034140068,0.002630656,0.068455513,0.450719046,0.058342102,0.123231615,0.000175377,0.123406992,0.034198527,0.043785806,0.007073541,0.175903192,NA,0.000350754,NA,0.000876885,0.000116918,"HIGH"
"228",NA,140,"20E TOK CENTRAL",2005,"6332-14110",NA,"HIGH",0,"20E",5.944,63.55,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,738.8,0,1,0.035724727,0.006022335,0.120622113,0.647547214,0.009881307,0.061860492,0.000292346,0.062152838,0.008419576,0.00081857,0.00081857,0.10799275,NA,NA,NA,NA,NA,"HIGH"
"229",4,140,"20E TOK CENTRAL",2005,"6332-14115",NA,"HIGH",1,"20E",5.944,63.55,-141.2917,0,1,0,0,0,1,1,0,0,0,4,3,2,1,1,NA,NA,NA,783.875,0,0.764851421,0.057276447,0.001753361,0.060666277,0.735242548,0.019170076,0.052893045,NA,0.052893045,0.00251315,0.002688486,0.000935126,0.066686148,5.84e-05,NA,NA,NA,0.000116891,"HIGH"
"230",NA,140,"20E TOK CENTRAL",2005,"6332-14120",NA,"HIGH",0,"20E",5.944,63.55,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,845.25,0.076302478,0.374358126,0.127133505,0.002104279,0.025543605,0.627834931,0.039689034,0.050093523,0.000292261,0.050385784,0.002279635,0.00187047,0.020399813,0.102758943,NA,NA,NA,NA,NA,"HIGH"
"231",0,140,"20E TOK CENTRAL",2005,"6332-14130",NA,"HIGH",1,"20E",5.944,63.55,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,829.9333,0,0.10534966,0.530312774,NA,0.000643087,0.424904999,0.000760012,0.025489623,NA,0.025489623,NA,NA,NA,0.017889506,NA,NA,NA,NA,NA,"HIGH"
"232",NA,140,"20E TOK CENTRAL",2005,"6334-14100",NA,"HIGH",0,"20E",5.937,63.5833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,635.1875,0,1,0.051050875,0.000819624,0.039400503,0.382471752,0.165622622,0.199578479,0.001112347,0.200690826,0.036180551,0.007962063,0.009542767,0.105965693,5.85e-05,NA,NA,NA,0.000234178,"HIGH"
"233",1,140,"20E TOK CENTRAL",2005,"6334-14105",NA,"HIGH",1,"20E",5.937,63.5833,-141.125,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,769.25,0,1,0.021946509,0.004096682,0.060338269,0.447182068,0.137882601,0.17568912,0.000760812,0.176449932,0.034295078,0.010300228,0.031954117,0.075437467,0.000117048,NA,NA,NA,NA,"HIGH"
"234",NA,140,"20E TOK CENTRAL",2005,"6334-14110",NA,"HIGH",0,"20E",5.937,63.5833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,705.6,0,1,0.065499883,0.002107235,0.008019199,0.40786701,0.092718333,0.257433856,0.000117069,0.257550925,0.048232264,0.010770311,0.003336455,0.101030204,5.85e-05,0.000995083,0.000117069,0.00163896,5.85e-05,"HIGH"
"235",0,140,"20E TOK CENTRAL",2005,"6334-14115",NA,"HIGH",1,"20E",5.937,63.5833,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,710.3333,0,1,0.020362785,0.00187244,0.005324751,0.452194266,0.065242832,0.337858397,0.000175541,0.338033938,0.010181393,0.000585138,0.003452311,0.101930954,5.85e-05,NA,NA,NA,0.000760679,"HIGH"
"236",1,140,"20E TOK CENTRAL",2005,"6334-14120",NA,"HIGH",1,"20E",5.937,63.5833,-141.375,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,763.0667,0,1,0.07883186,0.001287529,0.02458009,0.544975713,0.057060924,0.156785861,0.001989817,0.158775678,0.005325686,0.001989817,0.0104758,0.113243987,0.003277345,0.000117048,NA,NA,5.85e-05,"HIGH"
"237",NA,140,"20E TOK CENTRAL",2005,"6336-14100",NA,"HIGH",0,"20E",5.93,63.6167,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,585.4667,0,1,0.031411158,0.000586029,0.024496015,0.566865917,0.02701594,0.136720581,0.000117206,0.136837787,0.042487107,0.002930145,0.007383966,0.159985935,NA,NA,NA,NA,NA,"HIGH"
"238",1,140,"20E TOK CENTRAL",2005,"6336-14105",NA,"HIGH",1,"20E",5.93,63.6167,-141.125,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,754.4667,0,1,0.00779373,0.00550835,0.121007911,0.496923528,0.040843832,0.196191034,0.000703194,0.196894228,0.008672722,0.002461178,0.003515968,0.116319953,NA,NA,NA,NA,5.86e-05,"HIGH"
"239",0,140,"20E TOK CENTRAL",2005,"6336-14110",NA,"HIGH",1,"20E",5.93,63.6167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,792.8125,0,1,0.052798125,0.000527395,0.03885145,0.645941987,0.070436566,0.119777322,0.000585995,0.120363317,0.003691767,0.001757984,0.000937592,0.064166423,0.000175798,0.000117199,NA,5.86e-05,0.000175798,"HIGH"
"240",NA,140,"20E TOK CENTRAL",2005,"6336-14115",NA,"HIGH",0,"20E",5.93,63.6167,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,809.125,0,1,0.049287933,0.001406552,0.004571295,0.422668933,0.166793647,0.165035457,0.001875403,0.16691086,0.009318408,0.007267186,0.027603587,0.141827346,0.002344254,NA,NA,NA,NA,"HIGH"
"241",NA,140,"20E TOK CENTRAL",2005,"6336-14120",NA,"HIGH",0,"20E",5.93,63.6167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,912,0,1,0.070406847,0.004103646,0.003927776,0.394888029,0.190116075,0.167487396,0.004631258,0.172118654,0.055692344,0.018173291,0.008265916,0.070758588,0.009438387,NA,0.002110447,NA,NA,"HIGH"
"242",7,140,"20E TOK CENTRAL",2005,"6336-14125",NA,"HIGH",1,"20E",5.93,63.6167,-141.4583,0,0,0,1,4,2,0,0,0,0,7,7,2,5,0,NA,NA,NA,967.9333,0,1,0.042257649,5.86e-05,0.006974563,0.429961318,0.112003282,0.281444145,0.004044075,0.28548822,0.021802837,0.025202204,0.007384832,0.06798734,0.00011722,NA,0.000761927,NA,NA,"HIGH"
"243",NA,140,"20E TOK CENTRAL",2005,"6336-14210",NA,"HIGH",0,"20E",5.93,63.6167,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,978.3333,0.437036702,0,0.069092827,0.000234412,0.001113455,0.36773324,0.067451946,0.126230661,0.000644632,0.126875293,0.013888889,0.019631974,0.276957337,0.049343647,NA,NA,0.007676981,NA,NA,"HIGH"
"244",NA,140,"20E TOK CENTRAL",2005,"6338-14100",NA,"HIGH",0,"20E",5.924,63.65,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,705.9333,0,1,0.082424029,0.000234659,0.019535375,0.593804998,0.046873167,0.106359263,0.000410654,0.106769917,0.01396222,0.001935938,0.004575854,0.129883844,NA,NA,NA,NA,NA,"HIGH"
"245",NA,140,"20E TOK CENTRAL",2005,"6338-14105",NA,"HIGH",0,"20E",5.924,63.65,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,798,0,0.976432135,0.029917287,0.000938582,0.011966915,0.451223089,0.158444301,0.208306447,0.000703936,0.209010383,0.003402358,0.003343697,0.025986977,0.105531765,0.000234645,NA,NA,NA,NA,"HIGH"
"246",3,140,"20E TOK CENTRAL",2005,"6338-14110",NA,"HIGH",1,"20E",5.924,63.65,-141.2083,0,0,0,1,1,1,0,0,0,0,3,3,1,2,0,NA,NA,NA,864.8,0,0.736924684,0.091213046,0.001818395,0.004458001,0.605525575,0.101478179,0.085816518,0.001525106,0.087341624,0.001994369,0.003754106,0.013198029,0.08828015,0.000938527,NA,NA,NA,NA,"HIGH"
"247",6,140,"20E TOK CENTRAL",2005,"6338-14115",NA,"HIGH",1,"20E",5.924,63.65,-141.2917,0,0,0,0,1,5,0,0,0,0,6,6,5,1,0,NA,NA,NA,956.6667,0,0.852059321,0.029910269,0.000351886,0.000645123,0.393056126,0.279983579,0.089965398,0.006627177,0.096592575,0.07970207,0.015131077,0.017066448,0.073895959,0.006744472,NA,0.006861768,NA,5.86e-05,"HIGH"
"248",NA,140,"20E TOK CENTRAL",2005,"6338-14120",NA,"HIGH",0,"20E",5.924,63.65,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1050.75,0,0.971713714,0.003696966,0.000176046,0.005516108,0.244117129,0.274749134,0.236077695,0.001995188,0.238072883,0.082389531,0.037849891,0.024998533,0.083445807,0.000352092,NA,0.004635878,NA,NA,"HIGH"
"249",NA,140,"20E TOK CENTRAL",2005,"6338-14125",NA,"HIGH",0,"20E",5.924,63.65,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,843.0714,0,1,0.034082243,NA,0.006394087,0.715727107,0.052443245,0.070862908,0.000469291,0.071332199,0.003109051,0.002229131,0.00610078,0.105473104,0.000469291,NA,0.002581099,NA,5.87e-05,"HIGH"
"250",2,140,"20E TOK CENTRAL",2005,"6338-14210",NA,"HIGH",1,"20E",5.924,63.65,-142.2083,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,1202.9333,0.008198339,0,0.025638017,NA,0.002170725,0.11211499,0.092578469,0.346553241,0.003050748,0.349603989,0.157289528,0.075564682,0.155177471,0.017013787,NA,NA,0.012848343,NA,NA,"HIGH"
"251",9,140,"20E TOK CENTRAL",2005,"6340-14100",NA,"HIGH",1,"20E",5.916,63.6833,-141.0417,0,1,1,0,1,4,1,0,0,0,9,8,5,3,1,NA,NA,NA,775.3125,0,0.5891975,0.038298872,0.000469925,0.017739662,0.316905545,0.080474624,0.181919643,NA,0.181919643,0.126409774,0.002995771,0.132929981,0.096628289,NA,NA,0.005227914,NA,NA,"HIGH"
"252",3,140,"20E TOK CENTRAL",2005,"6340-14105",NA,"HIGH",1,"20E",5.916,63.6833,-141.125,0,1,0,0,0,2,0,0,0,0,3,3,2,1,0,NA,NA,NA,823.4375,0,0.357656984,0.036819543,0.001644254,0.002936168,0.51541488,0.068295261,0.117270538,NA,0.117270538,0.031475718,0.004345528,0.147043279,0.070761642,NA,5.87e-05,0.003934465,NA,NA,"HIGH"
"253",5,140,"20E TOK CENTRAL",2005,"6340-14110",NA,"HIGH",1,"20E",5.916,63.6833,-141.2083,0,0,0,1,4,0,0,0,0,0,5,5,0,5,0,NA,NA,NA,959.0667,0,0.003445365,0.059162211,5.88e-05,0.000411257,0.743082075,0.038246872,0.02585042,0.000293755,0.026144175,0.013042712,0.001762529,0.055167146,0.059984725,NA,NA,0.002937548,NA,NA,"HIGH"
"254",8,140,"20E TOK CENTRAL",2005,"6346-14120",NA,"HIGH",1,"20E",5.895,63.7833,-141.375,1,0,1,1,2,3,0,0,0,0,8,8,3,5,0,NA,NA,NA,1091.4,0.862868401,0,0.011251178,NA,NA,0.111569274,0.250824694,0.157693214,0.006420829,0.164114043,0.230973139,0.074811499,0.092130066,0.063678134,NA,NA,0.000647974,NA,NA,"HIGH"
"255",11,140,"20E TOK CENTRAL",2005,"6348-14135",NA,"HIGH",1,"20E",5.888,63.8167,-141.625,0,0,0,2,6,3,0,0,0,0,11,11,3,8,0,NA,NA,NA,1094.4375,0,0.238084998,0.006490824,NA,0.001239157,0.318404437,0.181979111,0.17000059,0.003009382,0.173009972,0.092877795,0.043193486,0.060541689,0.097421373,NA,NA,0.024842155,NA,NA,"HIGH"
"256",20,140,"20E TOK CENTRAL",2005,"6348-14140",NA,"HIGH",1,"20E",5.888,63.8167,-141.7083,1,0,1,0,4,12,1,0,0,0,20,19,13,6,1,NA,NA,NA,1063,0,0.793026749,0.017231205,0.001003187,0.000354066,0.273397852,0.149061725,0.359789921,0.003953735,0.363743656,0.057004603,0.042251859,0.021125929,0.072701522,NA,NA,0.002065384,NA,5.9e-05,"HIGH"
"257",NA,140,"20E TOK CENTRAL",2005,"6348-14145",NA,"HIGH",0,"20E",5.888,63.8167,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,854.9333,0,1,0.000767369,0.00330559,0.02975031,0.462605513,0.19573815,0.198276371,0.000177085,0.198453456,0.015878638,0.013517502,0.000472227,0.079511245,NA,NA,NA,NA,NA,"HIGH"
"258",24,140,"20E TOK CENTRAL",2005,"6348-14200",NA,"HIGH",1,"20E",5.888,63.8167,-142.0417,0,0,2,0,0,9,5,1,0,0,24,17,15,2,7,NA,NA,NA,818.9333,0,1,0.005310988,0.012628349,0.018647468,0.405169362,0.087985365,0.370234864,NA,0.370234864,0.004897911,0.003540659,0.001652307,0.088575475,NA,0.00059011,0.000767143,NA,NA,"HIGH"
"259",29,140,"20E TOK CENTRAL",2005,"6348-14205",NA,"HIGH",1,"20E",5.888,63.8167,-142.125,0,0,1,3,4,15,3,0,0,0,29,26,18,8,3,NA,NA,NA,952.2,0.126769848,0.873230152,0.004661592,0.001298165,0.005428689,0.468932554,0.032218092,0.36968195,0.000118015,0.369799965,0.00188824,0.000649082,0.050746445,0.059007494,NA,NA,0.005369682,NA,NA,"HIGH"
"260",14,140,"20E TOK CENTRAL",2005,"6350-14135",NA,"HIGH",1,"20E",5.882,63.85,-141.625,1,0,0,0,1,6,3,0,0,0,14,11,9,2,3,NA,NA,NA,938.8,0,0.675889717,0.005138503,NA,0.004725061,0.513732207,0.111157049,0.084578584,0.001122202,0.085700786,0.012403284,0.037800484,0.023684366,0.19768472,NA,NA,0.00797354,NA,NA,"HIGH"
"261",10,140,"20E TOK CENTRAL",2005,"6350-14140",NA,"HIGH",1,"20E",5.882,63.85,-141.7083,1,0,0,0,0,5,2,0,0,0,10,8,7,1,2,NA,NA,NA,1016.4667,0,1,0.000472729,NA,0.000177274,0.193464516,0.221532825,0.25036932,0.000236365,0.250605685,0.088518584,0.083377652,0.033150151,0.108432311,5.91e-05,NA,0.020209183,NA,NA,"HIGH"
"262",NA,140,"20E TOK CENTRAL",2005,"6350-14145",NA,"HIGH",0,"20E",5.882,63.85,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,986.5625,0,1,0.000295421,0.000768095,0.006144756,0.330871492,0.154150665,0.355332349,NA,0.355332349,0.047917282,0.012644018,0.011521418,0.073146233,0.000118168,NA,0.007090103,NA,NA,"HIGH"
"263",14,140,"20E TOK CENTRAL",2005,"6350-14200",NA,"HIGH",1,"20E",5.882,63.85,-142.0417,0,0,1,0,2,6,1,1,0,0,14,11,8,3,3,NA,NA,NA,721.875,0.14312501,0.85687499,0.013885606,0.006440558,0.034093595,0.490959584,0.077227606,0.222406051,0.000118175,0.222524226,0.00407705,0.000709052,0.024225951,0.124793193,5.91e-05,0.000177263,0.000827228,NA,NA,"HIGH"
"264",NA,140,"20E TOK CENTRAL",2005,"6352-14135",NA,"HIGH",0,"20E",5.875,63.8833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,789.7333,0,1,0.012717378,0.000354904,0.005086951,0.44451674,0.112977641,0.138353247,NA,0.138353247,0.000354904,0.009996451,0.001242163,0.274399621,NA,NA,NA,NA,NA,"HIGH"
"265",NA,140,"20E TOK CENTRAL",2005,"6352-14140",NA,"HIGH",0,"20E",5.875,63.8833,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,888.6667,0,1,0.000414054,NA,NA,0.341417248,0.26836626,0.200697977,5.92e-05,0.200757177,0.013249734,0.018336685,0.005027801,0.147580741,NA,NA,0.004850349,NA,NA,"HIGH"
"266",17,140,"20E TOK CENTRAL",2005,"6352-14145",NA,"HIGH",1,"20E",5.875,63.8833,-141.7917,0,0,0,0,3,8,3,0,0,0,17,14,11,3,3,NA,NA,NA,982.3333,0,1,0.002484766,NA,0.002543927,0.25971721,0.231793173,0.394486186,0.00053245,0.395018636,0.013370408,0.015381885,0.007809265,0.065077205,NA,NA,0.006803526,NA,NA,"HIGH"
"267",NA,141,"20E TOK WEST",2005,"6332-14300",NA,"HIGH",0,"20E",5.944,63.55,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1084.1333,1,0,0.000818618,0.000116945,0.002221962,0.087358204,0.062507309,0.166647176,0.003859198,0.170506374,0.246345457,0.016021518,0.350719214,0.042217285,NA,NA,0.021167115,NA,NA,"HIGH"
"268",16,141,"20E TOK WEST",2005,"6332-14305",NA,"HIGH",1,"20E",5.944,63.55,-143.125,0,0,1,2,7,2,2,0,0,0,16,14,4,10,2,NA,NA,NA,1081.0625,0.772853934,0,0.019637639,0.000116891,0.007948568,0.150847458,0.091934541,0.203448276,0.012857978,0.216306254,0.196025716,0.092226768,0.166101695,0.043658679,NA,NA,0.015195792,NA,NA,"HIGH"
"269",2,141,"20E TOK WEST",2005,"6334-14225",NA,"HIGH",1,"20E",5.937,63.5833,-142.4583,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,823.7059,0.954270669,0,0.01633107,5.85e-05,0.00163896,0.318309529,0.022125966,0.027920862,NA,0.027920862,0.028213533,0.003394989,0.461308827,0.112854133,NA,0.000175603,0.007667993,NA,NA,"HIGH"
"270",15,141,"20E TOK WEST",2005,"6334-14245",NA,"HIGH",1,"20E",5.937,63.5833,-142.7917,1,1,2,1,1,1,4,0,0,0,15,11,5,6,4,NA,NA,NA,741.8,0.907798386,0,0.013286509,NA,NA,0.205970149,0.074978051,0.081416447,NA,0.081416447,0.062276851,0.038923032,0.386245244,0.123558677,NA,NA,0.01334504,NA,NA,"HIGH"
"271",20,141,"20E TOK WEST",2005,"6334-14300",NA,"HIGH",1,"20E",5.937,63.5833,-143.0417,2,0,1,1,3,5,4,0,0,0,20,16,9,7,4,NA,NA,NA,937.5333,1,0,0.018262702,5.85e-05,0.002048701,0.204577382,0.034476703,0.068660735,0.000643877,0.069304612,0.038398502,0.005970499,0.566202295,0.027276984,NA,NA,0.033423086,NA,NA,"HIGH"
