pred,se,lb,ub,truetotal,sp_de,sp_ie,sp_range,t_de,t_ie,t_range,spt_de,spt_ie,Intercept,resp_type_sim,betavec_sim,sp_de_sim,sp_range_sim,sp_ie_sim,t_de_sim,t_range_sim,t_ie_sim,spt_ie_sim,spt_de_sim,n_sim,sim_time,samp_time,fit_time,pred_time,pred_sptot,se_sptot,lb_sptot,ub_sptot,pred_srs,se_srs,lb_srs,ub_srs,conf_ind,conf_ind_sptot,conf_ind_srs,seed
2.804073778518025,11.165312649328136,-15.561231228776517,21.169378785812565,-5.102159428558735,0.18142396820889173,0.10371552930793144,0.7543234840018547,0.10530033170739414,0.22863418497541302,0.8554617126257886,0.46962838512934413,0.11308152372127792,1.1664532511441288,normal,0,0.5,1.4142135623730951,0.1675,0.5,1,0.1675,0.1675,0.5,250,0.734439849853516,0.0231683254241943,59.7216463088989,0.255218744277954,5.981784773320355,12.789868007225394,-15.055676006594938,27.01924555323565,3.5463746714342137,13.085805121803215,-17.977859344743962,25.070608687612392,1,1,1,647151491
-4.640416448658937,5.069164459177815,-12.978449994951067,3.6976170976331924,-5.102159428558735,0.467578052754472,0.09232406420364976,1.6460616900271217,0.38360124736899115,0.05897765346263499,1.3132075975484223,0.5215358998547259,0.17613357106054967,1.1947010293298401,normal,0,0.5,1.4142135623730951,0.1675,0.5,1,0.1675,0.1675,0.5,500,0.506091833114624,0.0209548473358154,62.7858655452728,0.419320821762085,-7.628040159868672,6.5411593406128175,-18.387289825743167,3.131209506005824,-8.86550955061127,8.487336851791968,-22.82593635444018,5.094917253217641,1,1,1,647151491
-0.8138104446375797,13.972052273723698,-23.795791303027574,22.168170413752417,0.614175414170979,1.3265275248284842e-5,6.302218640927816e-5,5.2988560408673235,0.0015859615740723273,3.536230608874856e-5,0.24714684258105993,0.0016960647309779676,1.8599608228315696,-0.03034138570114469,normal,0,0,1e-10,0,0,1e-10,0,2,0,250,0.589131593704224,0.0207879543304443,55.237101316452,0.172141790390015,7.169805067407656,23.205584294054976,-30.9999844241968,45.33959455901211,5.2997897195516,24.487911918750175,-34.97924101647283,45.57882045557602,1,1,1,647151491
-4.022082815875395,10.020906091216473,-20.505006545352913,12.460840913602125,0.614175414170979,5.013981743471388e-4,6.031472125587191e-4,1.9787819757156864,3.991194113545055e-4,1.9358324589371727e-4,0.11784568734657887,0.008188214586728098,1.8530702687104854,0.001101643070999104,normal,0,0,1e-10,0,0,1e-10,0,2,0,500,0.590783357620239,0.0207650661468506,39.1641988754272,0.419376611709595,-7.069471075890089,12.792445513255123,-28.111171475946872,13.972229324166694,-6.937980232681501,13.247063226309137,-28.727460226931562,14.851499761568562,1,1,1,647151491
-29.59976449897677,16.719272702722822,-57.10052084404116,-2.0990081539123864,-28.847034822862362,0.010140203754486187,0.004685618219950883,0.5760259248594781,6.897872289588283e-4,0.32995000951044934,0.03384115521784609,1.284885255112246,0.06627095236702488,0.06864079544047146,normal,0,0,1.4142135623730951,0,0,1e-10,0,0.5,1.5,250,0.595095872879028,0.0216848850250244,107.315340042114,0.171686410903931,-31.236882608939258,15.576059014959593,-56.85721977330573,-5.61654544457279,-43.22607440071665,20.473078868640382,-76.90129243266333,-9.550856368769963,1,1,1,647151491
-32.341411058325846,8.152893683497217,-45.75172780377599,-18.9310943128757,-28.847034822862362,0.0425261119926266,0.004300528926543484,0.8195935053816891,0.024948730890880587,0.17171975541880144,0.08370257116300979,1.1128010727101953,0.3402709378302662,0.15930224644649169,normal,0,0,1.4142135623730951,0,0,1e-10,0,0.5,1.5,500,0.589670658111572,0.0212612152099609,105.486747264862,0.416665554046631,-33.83689183242908,8.103486105280087,-47.16594034364989,-20.50784332120827,-32.391596802212305,10.078618779394608,-48.969449456160746,-15.813744148263861,1,1,1,647151491
-34.79480076463951,9.861225412931397,-51.01507315128575,-18.57452837799327,-36.169491916989124,1.6886340825913008e-5,0.006503111583388416,0.3756638768101815,0.23478360301147627,0.7580487775454287,0.012869470742365675,0.35940140577069685,0.014108052652206616,0.542545426359956,normal,0,0,1.4142135623730951,0,0,1e-10,1.5,0.25,0.25,250,0.595861434936523,0.0208804607391357,222.414563179016,0.175212860107422,-35.36265917010815,9.42503696097275,-50.86546539951587,-19.85985294070044,-38.96849517402832,11.010365474156156,-57.07893475825534,-20.858055589801296,1,1,1,647151491
-37.74926960463783,5.028776519602501,-46.02087090203441,-29.477668307241252,-36.169491916989124,0.004698484473113405,0.0020110191799813464,0.6942477023716711,0.01039809721274114,0.9440317779411678,0.04441578489320391,0.19623091089603922,0.1955605496610186,0.5851651613015746,normal,0,0,1.4142135623730951,0,0,1e-10,1.5,0.25,0.25,500,0.503978729248047,0.0208728313446045,133.526469230652,0.41620397567749,-38.85078566560365,4.981062143481491,-47.04390379837986,-30.657667532827446,-38.65511259343795,5.595852927521592,-47.85947157715886,-29.45075360971704,1,1,1,647151491
113.87739545460339,19.969314114589793,81.03079670548713,146.72399420371966,109.86452513610062,0.10807008942332028,0.2261678163528746,0.8106420920769768,0.2504736684552584,0.4118540480338107,1.024863221953066,1.2871764434003883,0.5909012199932275,2.3977384931457744,lognormal,0,0.17325017325017325,1.4142135623730951,0.05803880803880804,0.17325017325017325,1,0.05803880803880804,0.05803880803880804,0.17325017325017325,250,0.589994668960571,0.0196845531463623,81.7686660289764,0.171652317047119,114.13007645612826,8.539791156074285,100.08336999965137,128.17678291260518,112.3832789428165,8.842119986533334,97.83928581302705,126.92727207260596,1,1,1,647151491
110.76054740435733,8.901964404941195,96.1181189658969,125.40297584281775,109.86452513610062,0.22546932306589937,0.25170459851137456,1.00026376667865,0.533008498811554,0.2565850957890185,1.214438132992002,1.1392228262926682,0.5370938744488541,2.3852474627344122,lognormal,0,0.17325017325017325,1.4142135623730951,0.05803880803880804,0.17325017325017325,1,0.05803880803880804,0.05803880803880804,0.17325017325017325,500,0.495671510696411,0.0199573040008545,45.1005499362946,0.41941237449646,109.47665166716907,4.453468860924827,102.15134725876142,116.80195607557671,109.13014815049009,5.37239348964865,100.29334723363102,117.96694906734915,1,1,1,647151491
