"pred","se","lb","ub","truetotal","parms.betahat","parms.sigma_parsil_spat","parms.range","parms.sigma_nugget_spat","parms.sigma_parsil_time","parms.rho","parms.sigma_nugget_time","parms.sigma_nugget_spacetime","conf_ind"
1082.97665738723,15.0227860972037,1058.26637318833,1107.68694158613,1094.42808464734,10.5129369680836,0.971965488252547,3.02189120314185,0.000330614590417856,0.00423245337913283,0.0514819278946546,0.280688866191191,0.414103280520342,1
1163.92538839107,11.7910570421259,1144.53082544974,1183.31995133241,1146.39467272244,10.785751349907,0.47891454929319,1.69291425291312,0.130152359401125,0.329591905573795,0.193816760730891,0.0132877479675639,0.247248567096733,1
1094.80923690979,13.1245752401204,1073.22123172388,1116.3972420957,1104.42248923025,11.1152879035164,0.47440964335008,2.60378435142655,0.128646517049817,0.0616292008558235,0.366312573402277,0.0536846691860942,0.40354578801618,1
968.241635611432,15.4748915733022,942.787704080405,993.695567142458,948.416837067192,10.7132288519713,0.337832834882115,0.786624240959923,0.0107798830621355,3.56649769574161e-05,0.918252746931968,0.382007791199728,0.348327694830595,1
1083.4442416469,17.544581128713,1054.58597374399,1112.3025095498,1072.91543070936,10.1454917795269,0.953968389114736,6.03094515457964,0.26690538085813,0.643083216749806,0.771138275712293,0.00749041540994929,0.424853282316257,1
1001.09597744629,12.767240431513,980.09573571635,1022.09621917622,986.135359878771,9.6229941282158,1.03343190949104,3.15993990555274,0.0470208273173811,0.201174595289442,0.279025129852969,1.31578565256329,0.313921262181189,1
989.576273858921,14.2554196682061,966.128195113956,1013.02435260388,994.205749666777,10.0822053027006,3.1396945884305,13.7283994067495,0.0204816425632956,0.100165441462301,0.519974710880837,1.1276290642761,0.439405254052376,1
1133.71099137025,17.9041296637197,1104.26131875548,1163.16066398503,1117.73378508063,10.3603594005337,0.81393035658087,3.8386174848347,0.00293569843506036,0.951269273935903,0.0135326759578001,0.0306315314365443,0.584914099290855,1
1137.33124958638,15.4968870638759,1111.84113869291,1162.82136047986,1134.24571152071,10.5924600657501,0.61507606600717,2.52772189844507,0.0968569856904339,0.0782611492907195,0.302265182496194,0.337297089007466,0.422690000975993,1
1129.6636368747,16.2246749517486,1102.9764214342,1156.35085231519,1126.81568074012,10.9478288538786,0.517824338083658,3.01061212114054,0.00243608245329205,0.367331723602203,0.866003780894556,0.0159676493157796,0.461667170132581,1
1130.95973035693,11.9095088540747,1111.37033152309,1150.54912919076,1143.82003883755,10.8277300029738,0.632372959251847,3.84102347505297,0.000120844154695829,0.380207015931257,0.706450331769302,0.00323554698806227,0.335451779470134,1
1076.68797103127,17.05112967945,1048.64135853441,1104.73458352813,1050.42952627095,11.8423374313078,1.34648895173253,5.87068661838192,0.0166243833716143,9.50115430656067e-09,0.00576737120240579,0.394410821868615,0.456790179053941,1
1022.3434028633,17.0341582246576,994.324705925405,1050.36209980119,1004.48026304443,10.0682380823357,0.466401460023158,2.5105672664885,0.200396088447347,0.00376098096068683,0.975996601720451,0.193548870193459,0.477092348322168,1
905.799911186729,15.0008489492335,881.125710385231,930.474111988227,917.957830986583,10.1989107828182,1.29161180574073,5.25954167818594,0.365231660144855,0.0430938495879615,0.261484724281495,0.74782267137518,0.27218026725079,1
899.621376011153,16.9717156714741,871.70538793334,927.537364088967,869.090498436976,9.34876245506165,0.878006248644073,2.14472869347326,0.0542007563601174,0.105266980685102,0.799476003903975,0.171473824852733,0.375458373354184,0
1310.76735220683,17.2994889196174,1282.31222511299,1339.22247930067,1290.98546053264,11.4469577275718,0.638258859710142,3.30797162086227,0.187972971065155,0.0861191003465912,0.275912702558157,0.611552262713299,0.364885300503023,1
944.524953374252,17.499940897521,915.740112117528,973.309794630975,970.349845803686,10.5019138770921,0.270279244539154,0.878058148849762,0.0572280837037005,0.171492445284464,0.0156132317687059,1.10277018514261,0.744965547810558,1
992.924018216166,18.4916746342965,962.507920125537,1023.3401163068,961.273293334157,10.2359977036502,2.19576762638342,13.9917849685304,0.165305048825293,0.198492684757088,0.471306560398594,0.56858882635472,0.43490130425439,0
1105.7656978598,14.4963957284226,1081.92124876818,1129.61014695142,1111.00549929267,10.9938761700215,0.798905919422688,2.60438352310218,0.0693901496731347,0.0904853630635338,0.973094265167424,0.131126466505006,0.309158753075451,1
913.54458259153,16.2370064245898,886.837083683209,940.252081499851,918.159932853435,10.2418542015097,0.846594169723732,4.53766068636332,0.155409876822513,0.918888659966654,0.71261242438211,0.0825405415853401,0.494051829322199,1
1184.10208692147,15.9550201270616,1157.85841419739,1210.34575964555,1179.15679584907,11.5695093119789,1.400217307324,14.9360391453147,0.0561874437863087,0.0602381400434336,0.363849021044344,0.757605904737197,0.457349769348691,1
1130.47770995293,17.2551674386209,1102.09548520786,1158.859934698,1117.94151424417,10.0396132505765,0.633259761442547,1.1677637715097,0.0189508047241055,0.845484271757134,0.345337789397403,0.0806450426806285,0.271029480866806,1
1202.36233875302,14.2819122257378,1178.87068362872,1225.85399387733,1186.67324718639,10.7481154381037,0.380076669508921,1.71898266496939,0.312873943302482,1.78277371067105,0.54502005922307,0.0644238982831411,0.305833060641984,1
947.994217949447,14.8688009849804,923.537216720883,972.451219178012,934.150214854117,8.64751166012302,0.281051514620614,5.05726848934162,0.265171774771288,1.77780943028559e-05,0.707302635994923,0.312343262761016,0.432672963806969,1
1088.44850669241,13.1917795280488,1066.74996028975,1110.14705309506,1049.32697612661,11.1152138515549,0.413704729339189,1.18452439540206,0.00744204770812873,0.0270182752072083,0.00781466904234952,0.0755157917767161,0.361376827318909,0
1120.43168256138,16.0871725460177,1093.97063845166,1146.89272667109,1114.49200962117,11.0417873828975,0.458259587732218,1.55075669382058,0.000419199539616388,0.0725680225549915,0.00893786925473062,0.380068208880391,0.492810762965074,1
898.33949624688,14.4972933336908,874.49357072598,922.185421767781,907.044957095777,8.92780703838775,0.530080924496199,1.52271453074987,0.0196648601125102,0.000535184818594842,0.993677250874292,0.193397238314434,0.372510462601912,1
909.212663608795,15.3137373586829,884.023807172183,934.401520045406,922.228158386313,10.5857695754819,1.60226315355873,4.19093585591309,1.43284941875329e-06,6.87348900662378e-07,0.999999905160327,0.832534309106766,0.381350559019094,1
964.426335271344,15.2679908402116,939.31272516156,989.539945381128,948.462292071578,10.4192388487572,0.460281356238116,7.40308253139577,0.164511531441482,0.0484176564252471,0.00244213759012932,0.525514130005813,0.516171235208142,1
917.093336119896,15.9073708101535,890.928039547553,943.258632692239,899.525297945724,10.4870556642871,1.14628124813399,3.0679310750681,0.103366910714694,0.0976231892967595,0.464289503752798,0.695473301778916,0.406803158041296,1
1230.51712671381,19.1317179907044,1199.04825098698,1261.98600244063,1264.91815512913,10.458881013364,0.653205200273989,3.38027381846056,0.0205885544897779,0.029110107697657,0.873734945094174,1.07391811149554,0.412424321492927,0
1020.10063074205,14.7256106409068,995.879156670279,1044.32210481382,1021.28723939911,9.86412467737271,0.651984499021713,2.60681252727071,0.18326717087054,0.0388323384140637,0.137401135922953,0.020612308249996,0.339099325854896,1
1026.47593548599,13.9926697554605,1003.46004188799,1049.491829084,1053.88518710658,10.9467002023678,1.07063827840796,3.68952710925178,0.0517791310492549,0.00536838990159173,0.854599371305976,0.540172304951612,0.372052097773329,0
838.440661088622,14.1121268517371,815.228278052543,861.653044124701,856.594443937062,7.93664970616203,1.12117124177217,4.64017733108652,0.0363321383027943,0.340672976132999,0.54356645492918,0.0196954014221582,0.374110171317207,1
888.310703032884,13.1048261118336,866.755182272267,909.866223793502,868.846246667178,8.85176882183857,0.339733091335669,1.01967659907654,0.00383230289499876,0.000944853603761079,0.0104125542931251,0.237370394237214,0.307988869115506,1
1084.49987045063,12.4311575951854,1064.05243579298,1104.94730510827,1111.76756177206,10.7287413569249,0.803576462070959,5.33763640979581,0.000362958134683848,0.0482159910296073,0.876240359668532,0.00224222827935071,0.4798163469991,0
1192.89666993418,12.5282833776296,1172.28947758101,1213.50386228735,1206.77871004781,11.5623654143274,0.214122577106357,0.852730870469175,0.00086624431634989,2.20455485066645e-10,0.999359269371669,0.0650043647386598,0.545381884389342,1
801.437888041974,18.0822314718534,771.69526402212,831.180512061828,794.308970502098,8.47539098683301,0.749387885254342,14.059173675895,0.351023030680745,0.0247435815227783,0.136488297658423,0.552276519816962,0.316474935459682,1
1002.71073153687,18.3537454475724,972.521506769282,1032.89995630445,1015.36090171352,10.6866197391493,0.548445257528522,0.998287243654837,0.0814939338925967,0.000458724671125641,0.980514998306397,0.38459522470237,0.46794509931909,1
1032.53744660905,13.0612610198538,1011.05358404798,1054.02130917012,1009.17971311082,10.8188656669865,0.507149380402026,1.37897621259149,0.0930621072019161,0.00230018926435468,0.969940452619105,0.133214523703901,0.287695637388369,0
798.159639026143,15.1635087673509,773.217886632855,823.101391419431,788.621853284115,8.20066431668206,0.876054200878365,4.98484246541065,0.0703559950343677,0.0416240794880023,0.433703628889536,0.182732914704157,0.395730705011182,1
901.554839114454,11.9037392664682,881.974930407719,921.134747821189,871.985866278362,9.07001652154669,0.699784398868346,2.32816865831855,0.000931223258531963,2.63725724418935e-08,0.999999906275225,0.380332217204198,0.318367131384198,0
1046.57659556907,15.094450135926,1021.74843451615,1071.40475662199,1054.16636147095,9.57658348193633,1.08681524368383,3.08885071619525,0.0123783641983107,0.795211704480116,0.69519795916136,0.0510735268406067,0.267111921701005,1
970.083093386252,16.5985914220303,942.78084008344,997.385346689064,983.903533370668,8.99567378583272,0.00658330397708259,5852.11179126064,0.161123600724607,0.391661352152968,0.451767154347817,0.00707294612242523,0.692096478717596,1
1109.65540753023,17.0750877495427,1081.56938751488,1137.74142754558,1108.94588770039,10.9138442657272,0.352585249959087,5.43763140965225,0.339929134972992,0.207441457656772,0.163052783749524,0.700827181535548,0.372654024950318,1
1166.62131930594,14.9237446530725,1142.07394378564,1191.16869482625,1171.62838962031,10.6315847234744,0.235665354838765,6.62686526754306,0.174840075036598,0.21565869734558,0.235156039602649,0.314484304831078,0.418884372031878,1
1177.67983504547,14.3065171986335,1154.14770834225,1201.21196174869,1170.47399103111,11.5116061036352,1.55410746118484,7.75049655436998,0.0828603597628364,0.0775081851684203,0.924182170331048,0.0929642408589986,0.474126993871824,1
1108.5303861007,15.1962088411956,1083.53484687235,1133.52592532906,1090.86502037581,9.93321035882832,0.359639013480529,1.55245675011324,0.0915725751091008,0.494152431654307,0.363607644398836,0.204087019736591,0.292222246856231,1
815.212592144289,15.7673557291637,789.27759988574,841.147584402838,815.681174081173,8.61244048562175,0.461991636787362,2.11813219864157,0.119292822234093,0.321847482547018,0.182030536392455,0.475455748327532,0.438655261425847,1
1002.73340149508,16.6372164982774,975.36761559551,1030.09918739465,970.807076603241,10.808460103749,0.305146629386926,6.2623588378424,0.297393614710355,0.018361080693565,0.16702511786216,0.603007840491706,0.351979994248577,0
912.753201272413,16.6552333796131,885.357780240234,940.148622304593,957.038933097598,9.03766635534827,0.704508799043917,1.61683930998688,0.0657909898747808,0.0664989952406775,0.149366544050009,0.0899368347498016,0.302543517036667,0
1111.92126120509,15.1188711125087,1087.05293122027,1136.78959118991,1103.83818780465,10.0370713120065,0.59218206004388,10.0122372162556,0.300873605863389,0.0231792316879007,0.160766927770854,0.660883944096514,0.467062480039722,1
1095.89148825863,16.8006282369139,1068.25691396808,1123.52606254918,1110.20242602366,10.8592963197236,0.883462785014463,2.25972099664881,0.0137816686988308,0.0261428523142288,0.71165920367266,0.173420510613312,0.425755367124413,1
